,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F0GBR06FY6,SEI GMF UK Equity USD Instl Acc,USD,52.8.IE0000602312,SEI Global Master Fund plc - The SEI U.K. Equity Fund US$ Institutional Acc,36.48,4,4,,UK Flex-Cap Equity,0.0,0.14,0.36,1.96,12.11,21.84,19.37,31.89,3.76,7.04,7.4,1.0,0.2,0.0,0.45,,,11.83,,770524285.0,1,13559.553269999999,2,-0.38,1.04,98.22,16.92,0.15,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04DHW,BMO Responsible UK Equity 1 Acc,GBX,52.8.GB0030833981,BMO Responsible UK Equity Fund 1 Acc,1699.0,3,4,,UK Flex-Cap Equity,0.14894000000000002,0.12,0.41,2.1,12.44,15.5,12.89,21.53,4.68,9.04,8.45,5.0,1.71,0.0,0.23,,high,12.0,,515066873.0,5,7217.0514299999995,3,2.8,1.08,87.83,18.55,0.31,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR053M8,BMO Responsible UK Equity 2 Acc,GBX,52.8.GB0033396481,BMO Responsible UK Equity Fund 2 Acc,427.8,4,4,,UK Flex-Cap Equity,0.9274700000000001,0.14,0.45,2.2,12.67,16.0,13.26,22.65,5.61,10.02,9.44,0.0,0.81,0.0,0.23,,,12.0,,515066873.0,5,7217.0514299999995,3,3.69,1.08,87.8,18.59,0.36,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR04NA1,Janus Henderson UK Alpha A Acc,GBX,52.8.GB0030956949,Janus Henderson UK Alpha Fund A Acc,172.1,2,3,2.0,UK Flex-Cap Equity,0.2602,0.23,0.47,1.29,12.41,20.1,14.5,28.34,2.96,8.32,5.96,5.25,1.7,0.0,0.23,0.0,high,12.17,,391513752.0,6,3361.2163,4,0.95,1.31,88.37,22.55,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000MPUP,Janus Henderson UK Alpha C Acc,GBX,52.8.GB00B41FZF10,Janus Henderson UK Alpha Fund C Acc,1026.0,3,3,2.0,UK Flex-Cap Equity,1.19739,0.2,0.39,1.38,12.69,20.76,15.0,29.82,4.12,9.55,,5.0,0.56,0.0,0.13,0.0,,12.17,,391513752.0,6,3361.2163,3,2.09,1.31,88.44,22.59,0.25,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000SJ22,S\u0026W Revera UK Dynamic Corporate,GBX,52.8.GB00B8350522,Smith \u0026 Williamson Revera UK Dynamic Corporate Acc,235.3,2,3,4.0,UK Flex-Cap Equity,1.15552,-0.42,-0.34,0.56,6.81,13.78,11.83,17.83,3.47,6.6,,0.0,0.8,0.0,0.22,0.0,,12.75,,150323290.0,4,4491.27015,3,1.79,1.15,87.03,19.97,0.25,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000SD92,S\u0026W Revera UK Dynamic Founder Acc,GBX,52.8.GB00B3BSKJ23,Smith \u0026 Williamson Revera UK Dynamic Founder GBP Acc,228.7,3,3,3.0,UK Flex-Cap Equity,0.74266,-0.44,-0.35,0.48,6.67,13.44,11.56,17.22,2.93,6.06,8.05,0.0,1.3,0.0,0.22,0.0,avg,12.75,,150323290.0,4,4491.27015,3,1.26,1.15,86.95,19.96,0.22,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F000003VCR,ES R\u0026M UK Recovery Z Acc,GBX,52.8.GB00B1YJFW60,ES River and Mercantile UK Recovery Fund Z Acc,2385.43,4,1,,UK Flex-Cap Equity,1.3027,-0.03,0.17,0.7,8.66,23.81,20.85,40.86,6.59,13.25,12.11,5.25,0.09,0.0,0.56,,,12.92,,207496073.0,4,3801.4658600000002,5,4.69,1.41,92.17,23.81,0.36,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000461J,JOHCM UK Dynamic A Acc,GBP,52.8.GB00B4T7HR59,J O Hambro Capital Management UK Dynamic A Acc,2.74,3,4,,UK Flex-Cap Equity,2.33042,-0.07,0.04,0.85,7.79,19.91,18.41,26.21,0.0,7.65,8.66,5.0,0.79,0.0,0.47,0.0,low,13.0,,,4,7415.68776,4,-1.51,1.36,92.05,23.01,0.1,1,1,1,1,1,1,2,1,2,2.0,1.0,True
F000000GR3,Sanlam Active UK A GBP,GBP,52.8.IE00B1RPZ542,Sanlam Active UK Fund A GBP,19.2704,2,4,2.0,UK Flex-Cap Equity,0.0,0.96,-0.04,-0.89,6.34,9.64,7.7,13.02,1.78,6.33,4.97,0.0,1.03,0.0,0.05,0.0,belowAvg,14.17,,130826895.0,2,13469.27734,3,-0.16,1.11,89.16,19.02,0.15,1,2,2,1,1,1,2,1,3,3.0,2.0,False
F0000005ZF,Aegon UK Opportunities GBP A Acc,GBX,52.8.GB00B1N9DR84,Aegon UK Opportunities Fund GBP A Acc,243.113,3,2,3.0,UK Flex-Cap Equity,0.28917,0.12,0.11,0.72,9.21,13.05,9.21,22.65,5.97,8.05,7.33,2.5,1.54,0.0,0.23,,aboveAvg,14.25,,145494618.0,6,3861.84031,3,4.6,1.02,75.98,18.91,0.39,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04D9J,JPM UK Dynamic A Net Acc,GBP,52.8.GB0009698001,JPM UK Dynamic Fund A - Net Accumulation,2.099,3,3,4.0,UK Flex-Cap Equity,1.14354,-0.19,-0.43,0.53,11.59,18.32,16.42,25.01,-0.97,5.79,7.6,0.0,1.56,,1.94,,aboveAvg,14.25,,80816338.0,2,10751.98334,3,-2.51,1.19,92.51,20.08,0.04,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000003U7T,ES R\u0026M UK Equity High Alpha Fund B Acc,GBX,52.8.GB00B3D79W34,ES River and Mercantile UK Equity High Alpha Fund B Acc,1162.32,4,2,3.0,UK Flex-Cap Equity,1.03663,-0.04,0.13,0.72,8.8,22.51,20.51,37.14,5.14,10.73,9.94,5.25,0.9,0.0,0.37,,,14.58,,100325193.0,4,4511.826410000001,4,3.31,1.41,92.01,23.71,0.3,1,1,1,1,1,1,2,1,2,2.0,2.0,True
F00000UP39,MDPS TOBAM AntiBench UK Equity R1,GBP,52.8.LU1067856432,Most Diversified Portfolio SICAV- TOBAM Anti-Benchmark UK Equity Fund R1,109.98,1,5,1.0,UK Flex-Cap Equity,0.0,0.21,0.85,1.28,8.57,8.88,5.98,16.18,-0.93,1.46,,5.0,0.8,0.0,0.6,0.0,low,14.67,,12534401.0,2,13426.28698,2,-2.89,0.92,92.6,15.48,-0.02,1,1,1,2,1,1,2,1,2,2.0,2.0,False
F0GBR05PYU,Schroder Recovery A Acc,GBP,52.8.GB0007893760,Schroder Recovery Fund A Accumulation GBP,234.9,3,3,,UK Flex-Cap Equity,1.6749,-0.25,-0.21,1.82,6.82,18.46,18.46,36.02,0.75,6.59,8.15,0.0,1.66,0.0,0.07,,high,14.92,,1144440451.0,4,8213.97615,4,-0.99,1.35,84.69,23.78,0.11,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F000003W5M,LF Lindsell Train UK Equity Acc,GBX,52.8.GB00B18B9X76,LF Lindsell Train UK Equity Fund Accumulation,499.37,5,5,,UK Flex-Cap Equity,1.6474,0.16,0.0,0.07,9.62,7.83,6.92,10.55,6.64,10.75,12.44,2.0,0.64,0.0,0.08,0.0,,14.92,,6631851156.0,2,18342.67201,1,4.79,0.67,60.44,13.94,0.48,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F0GBR04GK3,SVM UK Opportunities Retail,GBX,52.8.GB0032064304,SVM UK Opportunities A Retail,653.2,3,1,3.0,UK Flex-Cap Equity,0.0,0.18,-0.08,0.71,10.6,24.54,21.14,42.22,5.6,9.03,9.29,5.25,1.69,0.0,0.78,,high,15.42,,183749645.0,5,2960.06927,4,4.46,1.53,88.75,26.32,0.33,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR06FNX,SVM UK Opportunities Instl,GBX,52.8.GB0032084815,SVM UK Opportunities B Institutional,750.8,4,1,4.0,UK Flex-Cap Equity,0.0,0.17,-0.08,0.78,10.8,24.99,21.55,43.28,6.39,9.85,10.11,1.0,0.94,0.0,0.78,,,15.42,,183749645.0,5,2960.06927,4,5.22,1.53,88.72,26.34,0.36,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR06HSH,SVM UK Growth Instl,GBX,52.8.GB0032084708,SVM UK Growth Institutional,647.9,4,3,5.0,UK Flex-Cap Equity,0.0,0.72,-0.25,0.53,11.8,14.92,7.23,27.97,5.55,9.11,10.57,0.0,0.93,0.0,0.02,,,15.67,,191523486.0,6,2670.15829,4,4.53,1.17,71.85,22.34,0.35,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR06KDN,Artemis Instl UK Special Sits IN Acc,GBP,52.8.GB00B06J1Q30,Artemis Institutional UK Special Situations Fund IN Acc,2.0266,3,2,2.0,UK Flex-Cap Equity,1.37415,0.07,0.26,1.07,12.2,20.17,17.33,38.29,6.95,8.39,8.7,0.0,0.79,0.0,0.34,0.0,,16.25,,26931055.0,5,6335.882570000001,4,5.33,1.4,91.47,23.68,0.39,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000THLI,Janus Henderson UK Eq Inc\u0026Gr A Acc,GBX,52.8.GB00BKXGGK60,Janus Henderson UK Equity Income \u0026 Growth Fund A Acc,717.7,1,2,3.0,UK Flex-Cap Equity,3.3837,-0.13,0.03,0.18,8.56,16.13,14.07,23.59,-2.67,1.92,,5.0,1.7,0.0,0.25,0.0,high,16.42,,209239987.0,4,6923.21607,3,-4.21,1.29,90.02,22.04,-0.03,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0GBR04SB6,Janus Henderson UK Eq Inc\u0026Gr I Acc,GBX,52.8.GB0007494221,Janus Henderson UK Equity Income \u0026 Growth Fund I Acc,1365.0,2,2,3.0,UK Flex-Cap Equity,3.4655199999999997,-0.07,0.07,0.29,8.85,16.67,14.51,24.66,-1.81,2.8,6.52,0.0,0.85,0.0,0.25,0.0,,16.42,,209239987.0,4,6923.21607,3,-3.35,1.29,90.06,22.04,0.01,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000WRZN,ASI UK Ethical Equity Inst A Acc,GBX,52.8.GB00BYY38081,ASI UK Ethical Equity Fund Institutional A Accumulation,77.1,2,5,,UK Flex-Cap Equity,0.0,-0.43,-0.06,1.23,10.35,17.62,12.57,24.15,3.02,7.77,,0.0,1.6,0.0,0.12,0.0,avg,17.0,,345136779.0,6,3007.0712,5,2.27,1.41,82.25,25.1,0.24,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04RW7,ASI UK Ethical Equity I Acc,GBX,52.8.GB0004333059,ASI UK Ethical Equity Fund Institutional Accumulation,239.6,3,5,,UK Flex-Cap Equity,0.45973,-0.42,-0.04,1.31,10.57,18.2,13.02,25.12,3.82,8.59,9.73,0.0,0.85,0.0,0.12,0.0,,17.0,,345136779.0,6,3007.0712,5,3.01,1.41,82.35,25.14,0.27,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000IRPR,MI Brompton UK Recovery Trust Acc,GBP,52.8.GB00B1DWY181,MI Brompton UK Recovery Trust Accumulation shares,4.632569999999999,3,4,3.0,UK Flex-Cap Equity,0.52896,-0.12,-0.02,-0.5,7.63,14.43,11.76,26.29,2.79,8.2,7.95,10.0,1.66,0.0,0.11,,,18.92,,10879213.0,4,2846.61307,2,1.16,1.07,91.83,18.05,0.23,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR053N0,Liontrust Sust Fut UK Gr 2 Net Acc,GBX,52.8.GB0030028764,Liontrust Sustainable Future UK Growth Fund Class 2 Net Accumulation,279.28,5,4,4.0,UK Flex-Cap Equity,0.65032,0.35,0.05,-0.21,6.95,12.04,7.66,22.81,9.38,12.56,10.94,0.0,0.87,0.0,0.08,0.0,,20.33,,1016105307.0,6,4132.7723399999995,2,7.45,1.01,81.82,17.99,0.57,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04S95,M\u0026G Recovery GBP A Acc,GBX,52.8.GB0031289217,M\u0026G Recovery Fund Sterling A Acc,316.94,1,1,,UK Flex-Cap Equity,0.20257,0.19,-0.27,0.13,4.76,11.52,14.45,21.93,-3.77,3.87,1.97,0.0,1.32,0.0,-0.05,0.0,avg,21.25,,1642678855.0,4,4045.69931,4,-4.6,1.49,83.8,26.32,-0.02,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000014XXD,Artemis UK Special Situations C Acc,GBP,52.8.GB00BHL2CC91,Artemis UK Special Situations Fund C Acc,7.4432,2,2,,UK Flex-Cap Equity,0.97041,0.07,0.2,0.59,10.98,18.35,15.59,35.69,6.01,7.37,7.11,0.0,1.31,0.0,0.17,0.0,avg,21.25,,650270549.0,5,6284.21925,3,4.4,1.39,90.93,23.51,0.35,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000003U7B,Artemis UK Special Situations I Acc,GBP,52.8.GB00B2PLJQ03,Artemis UK Special Situations Fund I Acc,8.1878,3,2,,UK Flex-Cap Equity,1.3399299999999998,0.07,0.21,0.63,11.1,18.61,15.81,36.3,6.67,8.1,7.87,0.0,0.86,0.0,0.17,0.0,,21.25,,650270549.0,5,6284.21925,3,5.03,1.39,90.94,23.51,0.38,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR04RLZ,Aegon Ethical Equity GBP A Acc,GBX,52.8.GB0007452484,Aegon Ethical Equity Fund GBP A Acc,236.25400000000002,3,5,,UK Flex-Cap Equity,0.59882,0.04,0.18,1.39,10.51,15.26,10.26,21.74,4.71,6.16,7.86,2.5,1.53,0.0,0.01,,aboveAvg,22.42,,589077276.0,6,4012.9046799999996,3,3.21,1.04,79.78,18.77,0.32,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR04CHR,MFM UK Primary Opportunities A Acc,GBX,52.8.GB0009606988,MFM UK Primary Opportunities A Acc,706.24,3,2,4.0,UK Flex-Cap Equity,0.60642,0.1,-0.26,0.06,8.3,19.07,15.26,26.08,5.72,9.74,6.59,5.2,1.62,0.0,0.08,,aboveAvg,25.42,,26672427.0,5,3916.47664,2,3.83,1.11,92.73,18.57,0.37,1,1,1,1,1,1,3,1,3,2.0,2.0,False
F0GBR04CHN,MFM UK Primary Opportunities B Acc,GBX,52.8.GB0009607390,MFM UK Primary Opportunities B Acc,761.59,4,2,4.0,UK Flex-Cap Equity,0.9990000000000001,0.1,-0.25,0.1,8.44,19.37,15.51,26.68,6.25,10.28,7.1,1.0,1.12,0.0,0.08,,,25.42,,26672427.0,5,3916.47664,3,4.32,1.11,92.74,18.57,0.4,1,1,1,1,1,1,3,1,3,2.0,2.0,False
F0GBR04EAV,AXA Framlington UK Growth R GBP Acc,GBX,52.8.GB0003509873,AXA Framlington UK Growth R GBP Acc,382.4,4,3,2.0,UK Large-Cap Equity,0.43743000000000004,0.13,-0.34,1.68,10.07,12.6,7.81,14.42,6.02,7.77,7.2,5.25,1.59,0.0,0.26,0.0,high,0.42,,132561799.0,5,6933.63146,3,4.11,0.93,84.96,16.27,0.41,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000P7MS,AXA Framlington UK Growth Z GBP Acc,GBX,52.8.GB00B51R1233,AXA Framlington UK Growth Fund Z GBP Acc,220.1,5,3,3.0,UK Large-Cap Equity,1.09914,0.14,-0.32,1.76,10.27,12.99,8.16,15.3,6.82,8.59,8.04,0.0,0.84,0.0,0.26,0.0,,0.42,,132561799.0,5,6933.63146,3,4.86,0.93,84.99,16.27,0.45,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000GVNO,Royal London FTSE 350 Tracker Z Acc,GBX,52.8.GB00B523MH29,Royal London FTSE 350 Tracker Z Fund Accumulation,191.9,3,3,5.0,UK Large-Cap Equity,2.19731,0.58,0.05,0.05,8.6,12.42,12.03,15.95,2.01,6.91,6.53,0.0,0.14,0.0,0.06,0.0,low,0.42,,6823326042.0,2,23496.32843,3,-0.4,1.04,97.19,17.0,0.14,1,1,1,1,1,1,2,1,3,3.0,2.0,True
F00000OWPC,HSBC UK Growth \u0026 Income C Acc,GBP,52.8.GB00B715G377,HSBC UK Growth \u0026 Income C Acc,1.4212,1,2,1.0,UK Large-Cap Equity,2.36068,-0.06,-0.04,-0.89,4.84,12.04,11.71,13.92,-0.62,2.9,4.47,0.0,0.83,0.0,0.85,,,0.5,,306473460.0,1,21365.20007,4,-2.66,1.2,93.51,20.07,0.03,1,1,1,1,1,1,2,1,1,3.0,2.0,True
F0GBR06LU1,SLI UK Equity General Trust Retl Acc,GBX,52.8.GB0008395831,Standard Life Investments UK Equity General Trust Retail Acc,295.9,1,1,1.0,UK Large-Cap Equity,1.2331,0.1,0.07,-0.07,7.37,14.56,13.63,16.13,-0.47,4.91,4.78,7.5,0.85,0.0,0.09,0.0,,0.67,,608127463.0,2,16267.950340000001,5,-2.23,1.21,93.57,20.17,0.05,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F000014MAT,Threadneedle UK Select Z Grs Acc GBP,GBP,52.8.GB00BKPHVC45,Threadneedle UK Select Fund Z Gross Accumulation GBP,1.0281,2,3,2.0,UK Large-Cap Equity,2.30105,0.43,0.43,0.83,9.06,13.14,12.05,15.59,1.01,,,3.0,0.88,0.0,0.65,0.0,,0.75,,279016796.0,2,19428.32135,3,-1.3,1.06,91.5,18.0,0.09,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000002XXL,Janus Henderson Instl Hi Alp UK Eq I Acc,GBX,52.8.GB00B1WSC029,Janus Henderson Institutional High Alpha UK Equity Fund I Acc,192.1,3,4,1.0,UK Large-Cap Equity,2.94369,0.16,0.26,0.58,8.65,10.98,11.04,12.27,1.28,5.37,7.41,0.0,0.77,0.0,0.07,0.0,,1.08,,12683698.0,1,17443.3513,3,-0.92,1.06,94.28,17.58,0.11,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F0GBR06LR6,Janus Henderson Instl MainstrmUKEq I Acc,GBX,52.8.GB00B02ZBV03,Janus Henderson Institutional Mainstream UK Equity Trust I Acc,304.3,3,3,2.0,UK Large-Cap Equity,2.5006,0.1,0.2,0.3,8.06,11.02,11.26,12.04,1.34,5.67,7.08,0.0,0.54,0.0,0.07,0.0,,1.08,,185013574.0,1,20495.849619999997,3,-0.85,1.04,94.9,17.2,0.12,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0000008R6,Janus Henderson Instl MainstrmUKEq Z Acc,GBX,52.8.GB0033515122,Janus Henderson Institutional Mainstream UK Equity Trust Z Acc,327.5,4,3,,UK Large-Cap Equity,2.92864,0.09,0.21,0.34,8.19,11.28,11.47,12.78,1.74,6.11,7.58,0.0,0.04,,0.01,0.0,,1.08,,185013574.0,1,20495.849619999997,3,-0.47,1.04,94.94,17.25,0.14,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR06IV3,Janus Henderson Instl UK Idx Opps I Acc,GBX,52.8.GB00B02ZBX27,Janus Henderson Institutional UK Index Opportunities Trust I Acc,327.099,4,3,2.0,UK Large-Cap Equity,2.16325,0.03,0.04,0.14,8.18,12.68,12.25,17.27,2.61,7.29,6.72,0.0,0.33,0.0,0.06,0.0,,1.08,,818818087.0,2,21643.81349,3,0.39,1.05,96.82,17.3,0.19,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000OYVK,BNY Mellon UK Equity B Acc,GBP,52.8.GB00B833J489,BNY Mellon Investment Funds - Newton UK Equity Fund B Accumulation,1.9013,3,4,1.0,UK Large-Cap Equity,2.43368,0.17,0.03,0.61,8.32,10.88,10.55,14.07,3.58,5.94,6.65,0.0,0.95,0.0,0.09,,avg,1.33,,690764749.0,2,23219.09332,2,1.31,0.94,93.75,15.69,0.25,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F0GBR068AW,BNY Mellon UK Equity Inst Acc,GBX,52.8.GB00B0702W82,BNY Mellon Investment Funds - Newton UK Equity Fund Institutional Accumulation,312.78,4,4,1.0,UK Large-Cap Equity,2.47857,0.17,0.03,0.61,8.29,10.83,10.5,13.96,3.48,5.83,7.13,0.0,1.04,0.0,0.09,,,1.33,,690764749.0,2,23219.09332,2,1.22,0.94,93.75,15.68,0.24,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F000001U4X,BNY Mellon UK Equity X Acc,GBP,52.8.GB00B2Q8HK06,BNY Mellon Investment Funds - Newton UK Equity Fund X Accumulation,4.029,5,4,,UK Large-Cap Equity,2.4704900000000003,0.17,0.04,0.69,8.57,11.38,10.99,15.11,4.52,6.9,8.21,0.0,0.04,0.0,0.09,,low,1.33,,690764749.0,2,23219.09332,3,2.22,0.94,93.76,15.7,0.31,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000OYVM,BNY Mellon UK Opportunities B Acc,GBP,52.8.GB00B7VZSV97,BNY Mellon Investment Funds - Newton UK Opportunities Fund B Accumulation,2.0845,3,5,1.0,UK Large-Cap Equity,1.49694,0.26,-0.13,0.79,9.21,10.59,10.24,14.43,3.25,5.7,8.13,0.0,0.95,0.0,0.19,,avg,1.33,,282751459.0,2,24010.03865,3,1.24,1.02,91.89,17.26,0.23,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR06I18,BNY Mellon UK Opportunities Expt 2 Acc,GBP,52.8.GB00B01XJV16,BNY Mellon Investment Funds - Newton UK Opportunities Fund Exempt 2 Accumulation,4.0074,4,5,1.0,UK Large-Cap Equity,1.63015,0.27,-0.12,0.8,9.25,10.67,10.32,14.61,3.41,5.86,8.46,0.0,0.8,0.0,0.19,,,1.33,,282751459.0,2,24010.03865,3,1.39,1.02,91.9,17.26,0.24,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04EM8,BMO FTSE All-Share Tracker 1 Acc,GBX,52.8.GB0033138024,BMO FTSE All-Share Tracker Fund 1 Acc,735.0,3,3,3.0,UK Large-Cap Equity,2.39995,-0.01,-0.04,0.04,7.95,11.89,11.43,15.88,1.85,6.69,6.29,5.0,0.46,0.01,0.05,,belowAvg,1.42,,394413688.0,2,21932.82915,3,-0.34,1.04,97.17,17.11,0.15,1,1,1,1,1,1,2,1,1,2.0,2.0,False
F0GBR04S98,M\u0026G UK Select GBP A Acc,GBX,52.8.GB0031111817,M\u0026G UK Select Fund Sterling A Acc,5533.9,4,2,1.0,UK Large-Cap Equity,0.9082100000000001,0.11,-0.58,0.98,7.48,10.23,6.54,18.42,4.57,7.76,6.94,0.0,1.2,0.0,0.14,0.0,aboveAvg,2.08,,556768207.0,6,7414.8761700000005,3,2.9,0.96,87.97,16.62,0.33,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000OO8L,M\u0026G UK Select GBP I Acc,GBX,52.8.GB00B6677B69,M\u0026G UK Select Fund Sterling I Acc,2030.09,5,2,1.0,UK Large-Cap Equity,1.37212,0.11,-0.57,1.02,7.58,10.47,6.74,18.98,5.18,8.47,7.58,0.0,0.7,0.0,0.14,0.0,,2.08,,556768207.0,6,7414.8761700000005,3,3.48,0.96,87.97,16.62,0.37,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000LKZF,Russell Inv UK Equity R,GBP,52.8.IE00B4PBNF18,Russell Investment Company plc - Russell Investments UK Equity Fund R,176.94,2,4,1.0,UK Large-Cap Equity,0.0,0.36,-0.13,-0.58,5.87,14.38,13.54,21.52,0.81,5.94,5.6,0.0,2.25,0.0,0.57,,high,2.25,,137783479.0,5,8699.82763,4,-0.95,1.2,96.33,19.81,0.12,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR058S1,Russell Inv UK Equity A,GBP,52.8.IE0007356698,Russell Investment Company plc - Russell Investments UK Equity Fund A,32.72,3,4,1.0,UK Large-Cap Equity,0.0,0.37,-0.09,-0.46,6.27,15.25,14.29,23.33,2.37,7.36,7.16,0.0,0.75,0.0,0.57,,belowAvg,2.25,,137783479.0,5,8699.82763,4,0.6,1.2,96.35,19.82,0.2,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000Y7LH,New Capital Dynamic UK Eq GBP Inst Acc,GBP,52.8.IE00BD6P6Z60,New Capital Dynamic UK Equity Fund GBP Inst Acc,123.98,4,3,2.0,UK Large-Cap Equity,0.0,0.39,0.05,-0.91,4.23,7.69,6.78,11.63,2.35,,,5.0,0.75,,0.58,0.0,avg,2.42,,21366677.0,3,19010.50777,1,0.54,0.85,90.49,14.43,0.2,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR04LHK,Schroder Sustainable UK Equity A Acc,GBP,52.8.GB0032312505,Schroder Sustainable UK Equity Fund A Accumulation GBP,3.162,2,3,1.0,UK Large-Cap Equity,2.56846,0.22,-0.53,-0.22,6.18,11.46,10.33,21.57,0.87,5.7,4.42,0.0,1.45,0.0,0.16,,aboveAvg,2.67,,49810058.0,5,8536.10528,4,-0.85,1.16,93.2,19.4,0.12,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F0GBR059Y0,Schroder Sustainable UK Equity Z Acc,GBP,52.8.GB0032312729,Schroder Sustainable UK Equity Fund Z Accumulation GBP,3.592,3,3,1.0,UK Large-Cap Equity,2.55291,0.2,-0.55,-0.17,6.34,11.76,10.63,22.3,1.5,6.36,5.1,0.0,0.83,0.0,0.16,,,2.67,,49810058.0,5,8536.10528,4,-0.21,1.16,93.14,19.43,0.15,1,1,1,1,1,1,2,1,1,3.0,2.0,False
F000010P2T,Invesco UK Equity E EUR Acc,EUR,52.8.LU1775980201,Invesco Funds - Invesco UK Equity Fund E Accumulation EUR,11.76,2,1,1.0,UK Large-Cap Equity,0.0,-0.51,-0.08,1.64,8.99,24.05,22.12,32.73,-0.95,1.47,6.49,3.0,2.46,0.0,0.5,,high,2.67,,45091075.0,1,14340.99965,5,-3.62,1.25,89.59,21.35,-0.01,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR06L2G,Santander UK Equities A,GBX,52.8.GB0002795101,Santander UK Equities A,376.4,3,3,1.0,UK Large-Cap Equity,2.1974,-0.05,-0.05,0.37,10.19,16.35,12.73,21.73,3.77,7.02,6.18,0.0,0.69,0.0,0.21,0.0,belowAvg,2.75,,273872184.0,2,10758.55909,4,1.91,1.12,89.62,19.21,0.26,1,1,1,1,1,1,2,1,1,2.0,2.0,False
F0GBR050DD,Aviva Investors UK Lstd Eq Uncons2GBPAcc,GBX,52.8.GB0004460357,Aviva Investors UK Listed Equity Unconstrained Fund 2 GBP Acc,398.72,5,3,2.0,UK Large-Cap Equity,1.76737,0.17,0.43,0.86,11.22,20.8,19.24,38.48,8.42,10.52,9.5,0.0,0.82,0.0,0.99,0.0,,2.75,,221834259.0,1,15452.56645,5,6.55,1.52,89.45,25.92,0.41,1,1,1,1,1,1,2,1,1,3.0,2.0,False
