,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Top3_sector_percent,Top5_sector_percent,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
FOUSA088S1,Man GLG RI European Equity Ldrs I EUR,4,3,Large-Cap,0.0,6.78,12.53,10.55,26.06,5.17,8.27,0.0,0.96,0.64,22.33,251274405.0,2,34779.37025,2,-1.0,0.92,93.9,14.82,0.36,2,2,2.0,0,20.76,1.74,2.22,13.9,2.11,12.03,-3.81,-3.06,-12.04,1.04,34.0,1,39.0,44.26,67.06,35.5,54.08,8.58,0.0,0.0,34.41,20.97,63.66,60.19,30.27,75.04,68.85,9.96,83.08,79.29,31.83,87.25,40.44,22.66,92.68,44.43,25.39,74.36,63.95,55.03,76.53,0,0,1,0,0
F00000ZJLV,Man GLG RI Sust Eurp Inc I C EUR,4,3,Income,0.0,6.78,11.16,10.52,19.52,5.79,7.11,0.0,0.96,0.29,3.75,56037020.0,2,29414.6773,4,-0.38,1.08,90.74,18.47,0.31,2,1,2.0,1,16.38,1.96,1.74,11.6,2.59,6.21,2.99,4.33,6.03,4.34,32.0,1,41.0,46.3,69.86,37.22,39.0,23.68,0.0,0.0,68.68,44.96,84.91,34.82,10.64,59.71,48.62,24.39,97.72,64.31,54.85,95.63,67.93,18.32,77.77,27.12,22.62,74.26,62.07,34.81,65.28,0,1,0,0,0
F00000ZJLU,Man GLG RI Sust Eurp Inc IM C EUR,4,3,Income,0.0,6.92,11.45,10.72,19.88,5.91,7.37,0.0,0.71,0.29,3.75,56037020.0,2,29414.6773,4,-0.26,1.07,91.08,18.33,0.31,2,1,2.0,1,16.38,1.96,1.74,11.6,2.59,6.21,2.99,4.33,6.03,4.34,32.0,1,41.0,46.3,69.86,37.22,39.0,23.68,0.0,0.0,68.68,44.96,84.91,34.82,10.64,59.71,48.62,24.39,97.72,64.31,54.85,95.63,67.93,18.32,77.77,27.12,22.62,74.26,62.07,34.81,65.28,0,1,0,0,0
F00000V4X6,Mandarine Unique S&M Caps Europe B3 GBP,3,4,Mid_Small-Cap,0.0,8.32,7.61,8.3,23.09,7.98,12.59,2.0,1.2,0.29,3.08,407052685.0,6,4618.6386600000005,2,0.71,0.86,92.85,16.71,0.51,2,2,2.0,0,22.92,2.96,1.66,13.59,1.3,12.0,-9.52,-0.37,15.34,5.47,55.0,7,25.0,51.33,74.35,0.0,14.61,72.05,9.67,0.0,17.05,4.09,20.08,86.8,82.41,96.66,26.67,2.44,55.59,62.19,15.6,66.95,49.11,17.82,55.89,34.03,22.94,81.9,17.44,15.87,22.43,0,0,0,1,0
0P000153UD,Mandarine Unique S&M Caps Europe B3 GBP EUR,3,4,Mid_Small-Cap,0.0,7.69,14.28,12.64,27.29,8.7,10.63,2.0,1.2,0.29,3.08,407052685.0,6,4618.6386600000005,2,0.71,0.86,92.85,16.71,0.51,2,2,2.0,0,22.92,2.96,1.66,13.59,1.3,12.0,-9.52,-0.37,15.34,5.47,55.0,7,25.0,51.33,74.35,0.0,14.61,72.05,9.67,0.0,17.05,4.09,20.08,86.8,82.41,96.66,26.67,2.44,55.59,62.19,15.6,66.95,49.11,17.82,55.89,34.03,22.94,81.9,17.44,15.87,22.43,0,0,0,1,0
F00000MBWQ,Memnon European I EUR Acc,4,2,Flex-Cap,0.0,8.83,19.12,16.3,30.64,9.58,11.12,5.0,1.43,0.61,10.33,779183248.0,2,19225.011319999998,3,1.56,1.04,89.83,16.97,0.53,3,3,3.0,0,16.96,2.57,1.34,10.32,2.05,17.32,7.37,-3.83,-2.08,-0.57,22.0,2,53.0,66.23,84.51,39.53,24.69,34.77,0.0,0.0,33.22,18.78,71.11,76.89,46.94,93.67,66.28,23.31,95.54,76.84,16.26,85.26,51.18,15.29,66.51,29.23,13.51,84.33,40.78,27.76,51.69,1,0,0,0,0
F00000MBWR,Memnon European I GBP Acc,4,2,Flex-Cap,0.0,9.59,12.34,11.97,26.77,9.28,13.51,5.0,1.04,0.63,10.33,779183248.0,2,19225.011319999998,3,1.94,1.04,89.9,16.99,0.55,3,3,3.0,0,16.96,2.57,1.34,10.32,2.05,17.32,7.37,-3.83,-2.08,-0.57,22.0,2,53.0,66.23,84.51,39.53,24.69,34.77,0.0,0.0,33.22,18.78,71.11,76.89,46.94,93.67,66.28,23.31,95.54,76.84,16.26,85.26,51.18,15.29,66.51,29.23,13.51,84.33,40.78,27.76,51.69,1,0,0,0,0
F00000MBWT,Memnon European R EUR Acc,4,2,Flex-Cap,0.0,8.69,18.88,16.11,30.07,8.97,10.55,5.0,1.97,0.61,10.33,779183248.0,2,19225.011319999998,3,1.02,1.04,89.85,16.95,0.49,3,3,3.0,0,16.96,2.57,1.34,10.32,2.05,17.32,7.37,-3.83,-2.08,-0.57,22.0,2,53.0,66.23,84.51,39.53,24.69,34.77,0.0,0.0,33.22,18.78,71.11,76.89,46.94,93.67,66.28,23.31,95.54,76.84,16.26,85.26,51.18,15.29,66.51,29.23,13.51,84.33,40.78,27.76,51.69,1,0,0,0,0
F00000O7XQ,Merian European Equity ex UK I GBP Acc,2,3,Miscellaneous,0.0,11.54,17.22,15.28,31.59,7.75,9.85,0.0,0.9,0.26,2.17,37297710.0,2,18977.75298,4,-1.96,1.1,96.7,17.21,0.47,2,2,3.0,1,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F0GBR04LI4,Merian European Equity ex UK L GBP Acc,2,3,Miscellaneous,0.0,11.31,16.79,14.92,30.63,7.02,9.06,4.0,1.65,0.26,2.17,37297710.0,2,18977.75298,4,-2.63,1.1,96.66,17.18,0.43,2,2,3.0,0,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F00000WA5Y,Merian European Equity ex UK L USD Acc,2,3,Miscellaneous,0.0,12.95,25.44,19.17,45.81,9.11,8.66,4.0,1.65,0.26,2.17,37297710.0,2,18977.75298,4,-2.57,1.08,96.48,16.94,0.43,2,2,3.0,0,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F000003WU5,Merian European Equity ex UK P GBP Acc,2,3,Miscellaneous,0.0,11.46,17.03,15.15,31.31,7.55,9.61,4.0,1.15,0.26,2.17,37297710.0,2,18977.75298,4,-2.12,1.1,96.67,17.19,0.46,2,2,3.0,0,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F00000T1MU,Merian European Equity ex UK U1 GBP Acc,2,3,Miscellaneous,0.0,11.58,17.28,15.34,31.72,7.91,9.97,0.0,0.83,0.26,2.17,37297710.0,2,18977.75298,4,-1.78,1.1,96.68,17.18,0.48,2,2,3.0,0,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F00000SJSL,Merian European Equity ex UK U2 GBP Acc,2,3,Miscellaneous,0.0,11.56,17.3,15.32,31.81,7.96,10.04,0.0,0.75,0.26,2.17,37297710.0,2,18977.75298,4,-1.75,1.1,96.67,17.21,0.48,2,2,3.0,0,13.28,1.32,0.94,3.74,3.97,8.6,1.81,1.83,10.77,1.92,128.0,15,32.0,50.6,72.6,35.08,30.33,15.08,13.9,1.12,40.63,32.68,96.02,45.32,7.94,64.96,22.56,13.85,99.06,8.79,8.79,90.95,86.01,13.75,88.59,47.88,6.84,72.13,53.21,33.04,65.89,0,0,0,0,1
F0GBR05ADV,Merian European Equity B USD Acc,1,2,Large-Cap,0.0,12.26,25.67,19.67,45.75,7.07,6.44,0.0,3.07,0.38,2.17,44949399.0,2,15457.550959999999,4,-2.22,1.1,95.54,17.11,0.33,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F0GBR04VDS,Merian European Equity C USD Acc,1,2,Large-Cap,0.0,12.11,25.35,19.4,44.83,6.5,5.97,1.0,3.75,0.38,2.17,44949399.0,2,15457.550959999999,4,-2.76,1.1,95.6,17.11,0.29,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F0GBR04IIL,Merian European Equity L EUR Acc,2,2,Large-Cap,0.0,10.8,26.07,21.47,37.94,7.34,6.31,5.0,1.95,0.38,2.17,44949399.0,2,15457.550959999999,4,-0.85,1.1,95.78,17.05,0.41,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F0GBR04WOB,Merian European Equity L USD Acc,2,2,Large-Cap,0.0,12.55,26.37,20.27,47.37,8.39,7.74,5.0,1.95,0.38,2.17,44949399.0,2,15457.550959999999,4,-1.0,1.1,95.52,17.13,0.4,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F00000J73J,Merian European Equity S GBP Acc,2,2,Large-Cap,0.0,11.07,17.94,16.16,32.66,6.81,8.76,0.0,1.45,0.38,2.17,44949399.0,2,15457.550959999999,5,-0.53,1.12,96.31,17.35,0.43,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F00000UK0P,Merian European Equity U1 GBP Acc,2,2,Large-Cap,0.0,11.16,18.12,16.33,33.09,7.16,8.93,0.0,1.13,0.38,2.17,44949399.0,2,15457.550959999999,5,-0.2,1.12,96.29,17.35,0.45,2,2,3.0,0,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182.0,0,19.0,49.73,71.35,25.39,31.09,36.0,7.52,0.0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67,0,0,1,0,0
F0000027KU,Metropole Euro SRI A,1,2,Large-Cap,0.0,5.41,19.19,18.85,37.83,2.72,4.99,4.0,1.8,0.36,12.92,133404699.0,1,24837.60887,5,-5.63,1.24,93.76,23.33,0.17,3,3,3.0,0,12.71,0.98,0.77,7.01,2.43,7.57,-3.94,0.32,5.72,2.39,43.0,7,37.0,59.35,81.01,38.93,38.39,18.54,0.76,0.0,91.32,40.94,97.49,52.56,5.72,62.04,75.51,14.34,95.93,88.6,55.76,90.58,30.57,16.71,93.25,15.0,6.11,40.54,55.62,44.12,73.03,0,0,1,0,0
F00000LPRQ,Metropole Selection P,2,2,Large-Cap,0.0,6.28,20.39,20.19,37.7,0.63,3.86,4.0,2.28,0.35,18.58,519106080.0,1,21503.91128,5,-1.83,1.17,95.09,23.75,0.07,3,3,3.0,0,11.78,1.14,1.05,7.98,1.44,13.48,-16.41,-8.19,2.6,-3.98,38.0,26,33.0,63.71,85.83,33.81,38.67,25.08,0.33,0.0,87.7,77.87,97.79,60.03,6.65,66.4,13.61,13.61,96.49,83.6,36.89,91.27,21.16,12.21,88.94,13.17,6.18,36.97,53.4,39.73,71.84,0,0,1,0,0
F00000PYB0,Metropole Selection W,2,2,Large-Cap,0.0,6.22,21.04,20.77,39.2,1.71,5.01,4.0,1.2,0.35,18.58,519106080.0,1,21503.91128,5,-0.78,1.17,95.06,23.77,0.12,3,3,3.0,1,11.78,1.14,1.05,7.98,1.44,13.48,-16.41,-8.19,2.6,-3.98,38.0,26,33.0,63.71,85.83,33.81,38.67,25.08,0.33,0.0,87.7,77.87,97.79,60.03,6.65,66.4,13.61,13.61,96.49,83.6,36.89,91.27,21.16,12.21,88.94,13.17,6.18,36.97,53.4,39.73,71.84,0,0,1,0,0
F00000MSZ7,MFS Meridian Blnd Rsrch Eurp Eq A1 EUR,4,2,Large-Cap,0.0,8.1,18.55,16.33,29.44,6.52,9.16,6.0,1.6,0.24,5.0,5541392.0,2,32632.1937,3,-0.79,1.02,97.77,15.78,0.4,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F00000MSZ6,MFS Meridian Blnd Rsrch Eurp Eq A1 USD,4,2,Large-Cap,0.0,9.33,18.72,15.27,38.68,7.48,10.78,6.0,1.6,0.24,5.0,5541391.0,2,32632.1937,3,-0.83,1.0,97.18,15.6,0.4,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F00000MSZA,MFS Meridian Blnd Rsrch Eurp Eq I1 EUR,4,2,Large-Cap,0.0,8.41,19.15,16.84,30.76,7.59,10.26,0.0,0.6,0.24,5.0,5541392.0,2,32632.1937,3,0.2,1.02,97.77,15.78,0.47,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F00000MSZB,MFS Meridian Blnd Rsrch Eurp Eq I1 GBP,4,2,Large-Cap,0.0,8.52,11.41,12.05,24.83,6.67,12.0,0.0,0.6,0.24,5.0,5541392.0,2,32632.1937,3,0.11,1.01,98.06,15.67,0.46,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F00000QBO4,MFS Meridian Blnd Rsrch Eurp Eq I1 USD,4,2,Large-Cap,0.0,9.63,19.29,15.81,40.15,8.57,11.9,0.0,0.6,0.24,5.0,5541391.0,2,32632.1937,3,0.17,1.01,97.23,15.6,0.46,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F00000QBO5,MFS Meridian Blnd Rsrch Eurp Eq W1 EUR,4,2,Large-Cap,0.0,8.33,19.09,16.77,30.64,7.49,10.12,0.0,0.7,0.24,5.0,5541392.0,2,32632.1937,3,0.12,1.02,97.78,15.76,0.46,3,3,3.0,0,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80.0,14,26.0,45.21,68.88,44.34,31.39,21.45,0.0,0.0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42,0,0,1,0,0
F0GBR05ZTQ,MFS Meridian Continen Eurp Eq A1 EUR,4,4,Miscellaneous,0.0,10.82,18.27,15.13,29.01,10.34,11.53,6.0,1.93,0.05,12.42,33643224.0,2,45381.26799,1,1.8,0.87,94.43,13.92,0.68,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F0GBR04KO6,MFS Meridian Continen Eurp Eq A1 GBP,4,4,Miscellaneous,0.0,10.96,10.6,10.38,23.17,9.43,13.33,6.0,1.89,0.05,12.42,33643224.0,2,45381.26799,1,1.77,0.86,94.1,13.85,0.68,3,3,3.0,1,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F0GBR05ZTR,MFS Meridian Continen Eurp Eq A1 USD,4,4,Miscellaneous,0.0,12.07,18.43,14.09,38.26,11.32,13.2,6.0,1.93,0.05,12.42,33643223.0,2,45381.26799,1,1.77,0.86,94.29,13.7,0.68,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F00000V332,MFS Meridian Continen Eurp Eq C1 USD,4,4,Miscellaneous,0.0,11.83,17.96,13.7,37.18,10.49,12.36,0.0,2.7,0.05,12.42,33643223.0,2,45381.26799,1,1.03,0.86,94.28,13.68,0.63,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F0GBR059QJ,MFS Meridian Continen Eurp Eq I1 GBP,4,4,Miscellaneous,0.0,11.26,11.17,10.94,24.54,10.59,14.57,0.0,0.82,0.05,12.42,33643224.0,2,45381.26799,1,2.82,0.87,94.14,13.89,0.76,3,3,3.0,1,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F00000QBOE,MFS Meridian Continen Eurp Eq I1 USD,5,4,Miscellaneous,0.0,12.42,19.09,14.67,39.81,12.58,14.5,0.0,0.81,0.05,12.42,33643223.0,2,45381.26799,1,2.9,0.86,94.21,13.7,0.77,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F00000V33O,MFS Meridian Continen Eurp Eq N1 USD,4,4,Miscellaneous,0.0,11.97,18.25,13.97,37.63,10.79,12.64,3.0,2.42,0.05,12.42,33643223.0,2,45381.26799,1,1.32,0.86,94.21,13.68,0.65,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F00000QBOF,MFS Meridian Continen Eurp Eq W1 EUR,5,4,Miscellaneous,0.0,11.12,18.85,15.64,30.32,11.44,12.67,0.0,0.93,0.05,12.42,33643224.0,2,45381.26799,1,2.79,0.87,94.42,13.96,0.75,3,3,3.0,0,20.71,2.52,2.14,17.91,1.81,9.18,-2.88,0.75,5.53,2.81,46.0,9,47.0,49.87,75.57,48.39,34.25,12.82,0.0,0.0,26.97,18.68,36.66,47.32,38.07,81.71,80.94,11.42,80.94,30.17,13.3,40.64,86.79,55.17,97.48,65.87,26.99,84.33,77.29,69.08,87.97,0,0,0,0,1
F0GBR04O0J,MFS Meridian European Core Eq A1 EUR,3,4,Large-Cap,0.0,8.89,15.7,12.86,28.04,7.98,10.27,6.0,2.05,0.06,12.92,124207372.0,2,24082.77175,4,-5.08,1.12,92.49,15.09,0.49,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,31.41,43.62,17.36,4.22,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
F0GBR05ZUH,MFS Meridian European Core Eq A1 USD,3,4,Large-Cap,0.0,10.12,15.87,11.87,37.21,8.95,11.91,6.0,2.05,0.06,12.92,124207372.0,2,24082.77175,3,-4.98,1.1,91.45,14.87,0.49,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,31.41,43.62,17.36,4.22,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
F00000V2ZN,MFS Meridian European Core Eq C1 USD,2,4,Large-Cap,0.0,9.89,15.4,11.44,36.18,8.13,11.09,0.0,2.8,0.06,12.92,124207372.0,2,24082.77175,3,-5.73,1.1,91.53,14.83,0.44,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,34.38,36.38,21.92,1.79,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
F0GBR05ZUJ,MFS Meridian European Core Eq I1 EUR,3,4,Large-Cap,0.0,9.21,16.37,13.44,29.54,9.23,11.55,0.0,0.9,0.06,12.92,124207372.0,2,24082.77175,4,-3.94,1.12,92.52,15.1,0.57,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,34.38,36.38,21.92,1.79,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
F00000MSZF,MFS Meridian European Core Eq I1 GBP,3,4,Large-Cap,0.0,9.33,8.81,8.78,23.67,8.29,13.3,0.0,0.9,0.06,12.92,124207372.0,2,24082.77175,4,-4.02,1.12,92.73,15.04,0.56,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,31.41,43.62,17.36,4.22,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
F00000QBO9,MFS Meridian European Core Eq I1 USD,3,4,Large-Cap,0.0,10.42,16.56,12.46,38.79,10.23,13.22,0.0,0.9,0.06,12.92,124207372.0,2,24082.77175,4,-3.87,1.11,91.62,14.91,0.57,3,3,3.0,0,21.6,2.71,2.64,19.34,1.78,9.52,-3.18,-1.71,1.41,3.57,70.0,12,29.0,50.61,74.26,34.38,36.38,21.92,1.79,0.0,28.19,17.79,38.82,62.84,56.47,84.36,82.83,21.58,84.59,66.05,18.75,67.28,77.48,57.37,89.5,69.32,36.44,79.78,47.88,38.04,51.32,0,0,1,0,0
