SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F000010IP0,Liontrust GF Sust Fut Pan Eur Gr A5 Acc€,4,4,0.0,1.71,3.18,4.23,14.82,10.19,32.04,11.3,10.65,5.0,1.05,0.24,3.08,231394391.0,3,11537.28021,3,-0.54,1.06,87.79,14.79,0.76,2,3,3.0,True,0,0,1,0,0
FOGBR05TW3,SVM All Europe SRI B Acc,4,2,0.0,-0.3,2.68,14.6,24.23,22.06,41.93,8.85,11.3,1.0,1.26,0.71,14.67,20420288.0,4,3588.95964,5,0.34,1.39,90.05,22.04,0.47,2,3,3.0,False,1,0,0,0,0
F0GBR04GHM,M\u0026G Equity Investment for Chrts GBP Acc,4,2,4.00023,0.47,0.05,7.87,15.88,15.36,20.65,3.62,6.92,0.0,0.52,0.02,4.58,1005631970.0,4,9853.08637,2,1.43,1.07,92.86,17.92,0.24,3,1,3.0,False,0,1,0,0,0
F00000O7XQ,Merian European Equity ex UK I GBP Acc,2,3,0.0,1.09,5.73,11.54,17.22,15.28,31.59,7.75,9.85,0.0,0.9,0.26,2.17,37297710.0,2,18977.75298,4,-1.96,1.1,96.7,17.21,0.47,2,2,3.0,True,0,0,0,0,1
F0GBR04S95,M\u0026G Recovery GBP A Acc,1,1,0.20257,-0.27,0.13,4.76,11.52,14.45,21.93,-3.77,3.87,0.0,1.32,-0.05,21.25,1642678855.0,4,4045.69931,4,-4.6,1.49,83.8,26.32,-0.02,3,3,3.0,False,1,0,0,0,0
F00000VRC4,State Street Erp ESG Scrn Mg Vol EqP€Acc,3,3,0.0,1.75,2.72,9.15,10.6,9.12,12.91,4.79,5.7,0.0,1.04,0.19,1.33,78071701.0,2,17599.15656,1,-0.02,0.62,75.05,11.11,0.34,3,3,3.0,False,1,0,0,0,0
F00000OOAW,HSBC FTSE 250 Index C Acc,4,4,1.5789,-0.48,1.1,9.56,16.56,12.49,27.47,5.1,8.4,0.0,0.12,0.28,4.75,1665852902.0,5,3188.74948,3,0.96,0.89,97.59,19.9,0.33,2,3,3.0,True,0,0,0,1,0
F0GBR06FY6,SEI GMF UK Equity USD Instl Acc,4,4,0.0,0.36,1.96,12.11,21.84,19.37,31.89,3.76,7.04,1.0,0.2,0.45,11.83,770524285.0,1,13559.55327,2,-0.38,1.04,98.22,16.92,0.15,3,3,3.0,False,1,0,0,0,0
F0GBR05WLD,JPM Europe Strategic Dividend A (acc)EUR,3,2,0.0,0.29,3.18,8.37,21.22,18.97,31.28,2.9,4.53,5.0,1.74,0.91,16.33,671279092.0,1,17468.55155,4,-3.06,1.11,94.7,18.42,0.18,3,1,3.0,False,0,1,0,0,0
F0GBR04S4P,JPM Europe A Net Acc,3,2,1.60712,1.21,5.94,11.2,14.96,12.77,29.46,7.37,11.42,0.0,1.39,0.24,9.75,136596972.0,2,32837.09207,4,-2.54,1.12,97.52,17.4,0.45,3,3,3.0,False,0,0,0,0,1
F00000LO66,E.I. Sturdza Strat Eurp Qual A EUR,3,3,0.0,0.88,1.68,8.03,14.2,13.2,11.61,7.39,6.2,0.0,1.77,0.16,10.67,428224303.0,2,30459.40219,1,-3.04,0.88,89.53,12.04,0.54,2,2,1.0,False,0,0,1,0,0
F0GBR04RVV,ASI UK Smaller Companies I Acc,4,3,0.18411,-0.16,2.16,15.07,14.86,11.06,27.25,12.02,15.75,0.0,0.89,0.06,24.42,2009542411.0,9,1174.39149,2,5.85,0.66,62.11,20.08,0.66,2,3,3.0,True,0,0,0,1,0
F000000HRU,Robeco QI European Cnsrv Eqs I €,4,3,0.0,1.35,2.68,10.6,15.91,13.81,18.54,6.66,6.18,0.5,0.67,0.16,13.83,872391509.0,2,15797.86244,1,0.78,0.74,86.89,11.86,0.47,3,1,3.0,False,0,0,1,0,0
F0GBR05VWM,JPM Europe Small Cap A (acc) EUR,3,3,0.0,0.33,4.99,9.55,27.32,17.72,53.97,6.98,10.21,5.0,1.75,0.91,22.58,641440110.0,6,2314.28931,4,-2.52,1.11,97.24,22.61,0.37,3,3,3.0,False,0,0,0,1,0
F000005OT2,Royal London UK Mid-Cap Growth Instl M,4,3,0.6320100000000001,0.68,2.97,12.95,18.03,11.83,26.53,6.45,9.96,0.0,0.77,0.05,4.42,482821685.0,6,2130.01835,3,1.89,0.92,94.2,20.86,0.37,2,3,3.0,True,0,0,0,1,0
F0GBR06M5A,Man GLG Income Professional Acc C,4,2,4.24598,-0.07,-0.62,8.02,14.54,12.52,19.33,1.63,8.04,0.0,0.9,0.87,7.58,1780432513.0,4,8892.1822,5,-0.08,1.28,93.07,21.53,0.16,2,1,2.0,False,0,1,0,0,0
F0GBR059QG,MFS Meridian UK Equity I1 GBP,4,3,0.0,0.5,0.07,7.48,10.7,10.37,13.69,3.1,6.62,0.0,0.82,0.2,13.0,30733683.0,2,13127.04604,1,1.01,0.93,95.5,15.36,0.23,3,3,3.0,True,0,0,1,0,0
F0GBR05ZTQ,MFS Meridian Continen Eurp Eq A1 EUR,4,4,0.0,1.38,5.87,10.82,18.27,15.13,29.01,10.34,11.53,6.0,1.93,0.05,12.42,33643224.0,2,45381.26799,1,1.8,0.87,94.43,13.92,0.68,3,3,3.0,False,0,0,0,0,1
F00000QTM9,L\u0026G UK Index C Acc,4,3,2.57928,0.03,0.12,8.05,12.05,11.61,16.39,2.3,7.1,0.0,0.1,0.03,7.75,6797077148.0,1,21945.5144,3,-0.08,1.02,96.44,16.82,0.16,3,3,3.0,False,0,0,1,0,0
F00000WBS9,Invesco Euro Equity A EUR Acc,3,3,0.0,0.37,3.8,7.21,20.3,17.72,36.67,4.01,7.14,5.0,1.69,0.59,4.5,922307768.0,1,21463.18025,5,-4.15,1.23,95.41,22.52,0.23,3,3,3.0,True,0,0,1,0,0
F00000IRPR,MI Brompton UK Recovery Trust Acc,3,4,0.52896,-0.02,-0.5,7.63,14.43,11.76,26.29,2.79,8.2,10.0,1.66,0.11,18.92,10879213.0,4,2846.61307,2,1.16,1.07,91.83,18.05,0.23,2,3,3.0,False,1,0,0,0,0
F00000MWJV,Jupiter European I Acc,5,5,0.1366,3.66,6.94,9.94,7.07,6.81,15.78,8.52,14.68,0.0,0.99,0.03,1.67,4303970576.0,3,22252.30111,1,1.93,0.76,76.86,13.99,0.61,3,3,3.0,True,0,0,0,0,1
F00000S97S,UBS (Lux) ES Eurp Opp Uncons € K-1 acc,5,3,0.0,1.31,5.21,9.1,17.36,12.2,28.26,13.11,9.23,3.0,1.37,0.56,14.0,622139492.0,3,29890.69262,1,7.24,0.72,80.64,13.09,0.91,3,3,3.0,False,0,0,1,0,0
F00000MKD7,Jupiter UK Smaller Companies I GBP Acc,3,2,0.1843,0.11,0.89,12.13,18.52,12.4,37.39,8.16,14.3,0.0,1.05,0.07,17.42,1415893010.0,9,1314.46697,3,0.58,0.86,80.75,22.76,0.44,2,2,3.0,True,0,0,0,1,0
F0GBR05WSI,AXA Rosenberg Pan-Eurp Enh Idx EqAlpAAcc,3,3,0.0,0.74,1.96,8.08,16.24,14.52,23.67,5.5,7.1,0.0,0.52,0.25,17.67,28409259.0,2,40718.95973,3,-1.97,1.03,99.43,15.67,0.34,3,3,3.0,False,0,0,1,0,0
F0GBR06I50,BNY Mellon Continental European Expt1Acc,4,4,0.93651,1.69,5.62,8.64,8.63,7.11,19.44,8.41,11.82,0.0,0.58,0.09,7.92,143554396.0,2,51249.35142,2,-0.38,0.96,95.47,15.19,0.54,3,3,3.0,False,0,0,0,0,1
F0GBR04VDE,Russell Inv Pan European Equity A,3,2,0.0,0.29,1.6,8.65,19.88,17.3,34.18,6.03,7.74,5.0,1.71,0.34,2.25,126878504.0,2,17341.622219999994,4,-2.15,1.14,97.7,17.57,0.34,2,2,2.0,False,0,0,1,0,0
F00000X577,Robeco QI Continental Eurp Cnsrv Eqs F £,3,3,0.0,1.66,3.69,11.0,7.8,8.53,13.38,6.39,9.74,0.0,0.7,-0.03,5.17,3806302.0,2,13639.90236,1,-0.37,0.76,87.05,12.6,0.49,3,1,3.0,False,0,0,0,0,1
F00000NQA2,Rathbone UK Opportunities I Acc,4,4,0.86087,-0.04,2.08,12.4,17.41,10.71,30.79,5.12,8.74,0.0,0.65,0.1,7.0,63328516.0,6,2361.3770600000007,3,3.61,1.02,70.07,19.76,0.32,3,3,3.0,True,1,0,0,0,0
F0GBR06L2G,Santander UK Equities A,3,3,2.1974,-0.05,0.37,10.19,16.35,12.73,21.73,3.77,7.02,0.0,0.69,0.21,2.75,273872184.0,2,10758.55909,4,1.91,1.12,89.62,19.21,0.26,2,1,2.0,False,0,0,1,0,0
F00000U3N9,Lindsell Train Global Equity C USD Acc,3,5,0.0,0.9,3.49,9.19,11.61,6.43,25.84,12.96,16.75,0.0,0.65,0.04,10.25,8869079180.0,3,37094.61675,2,-1.7,0.77,82.52,12.92,0.78,2,3,2.0,False,0,0,1,0,0
F0GBR050DD,Aviva Investors UK Lstd Eq Uncons2GBPAcc,5,3,1.76737,0.43,0.86,11.22,20.8,19.24,38.48,8.42,10.52,0.0,0.82,0.99,2.75,221834259.0,1,15452.56645,5,6.55,1.52,89.45,25.92,0.41,2,1,3.0,False,0,0,1,0,0
F00000LI6I,AXAWF Fram Eurozone RI A Cap EUR,4,5,0.0,1.38,5.15,9.25,19.04,16.9,33.98,8.92,10.7,5.5,1.77,0.09,10.58,277376382.0,2,50022.58851,2,2.07,0.9,97.89,16.43,0.52,3,3,3.0,False,0,0,1,0,0
F000005HKD,Premier Miton Pan Eurp Prpty Shr A acc,3,4,2.38622,0.78,7.2,14.73,17.93,13.85,27.62,5.86,6.29,4.0,1.65,0.33,15.92,185430590.0,5,3114.7622300000007,5,1.19,1.11,92.62,18.67,0.36,3,1,3.0,False,0,0,0,0,1
F000000L24,Schroder ISF Glb Div Mxmsr A Acc SGD,2,3,0.0,0.89,2.57,6.85,20.17,19.85,30.67,2.77,6.46,5.0,1.87,0.32,7.58,1252836396.0,1,15058.56854,4,-7.39,1.26,83.39,17.43,0.11,2,1,3.0,False,0,1,0,0,0
F00000LWJO,Cullen Glb Hi Div Val Eq I2 USD Ins Acc,3,2,0.0,0.53,0.48,8.24,14.43,13.32,25.34,7.04,7.96,5.0,1.0,0.77,10.67,4467773.0,1,48077.17969,3,-2.18,1.02,93.06,13.56,0.39,3,1,2.0,False,0,1,0,0,0
F0GBR05ZDA,Invesco Pan Eurp Struct Rspnb Eq CEURAcc,4,4,0.0,1.66,5.32,9.88,18.52,15.3,26.25,6.41,6.85,5.0,1.1,0.2,2.17,13514057.0,2,21910.34964,2,-0.92,0.92,90.98,14.23,0.37,3,3,3.0,False,0,0,1,0,0
F00000PVP6,Nordea 1 - Nordic Ideas Equity BI EUR,3,2,0.0,0.8,6.32,11.76,28.1,22.86,56.67,14.99,12.77,0.0,1.19,0.14,6.75,63001696.0,3,12502.40756,3,-0.88,1.13,87.79,17.13,0.83,3,3,3.0,False,0,0,0,0,1
F00000LL8U,UBS (Lux) ES Small Caps Europe EUR I-6.5,4,4,0.0,-0.11,1.23,8.5,22.63,15.97,40.98,11.55,13.15,3.0,0.1,0.22,16.67,251606990.0,6,2794.89609,2,2.77,0.95,98.11,19.04,0.63,3,3,3.0,False,0,0,0,1,0
F0GBR06XQ6,ASI UK Unconstrained Equity I Acc,2,1,0.34321,0.03,-0.29,7.31,25.54,21.61,45.91,0.07,6.15,7.5,0.9,0.31,6.0,448078571.0,5,2279.99437,5,-0.06,1.68,86.3,29.18,0.16,2,3,3.0,False,1,0,0,0,0
F00000PQUA,Federated Hermes Eurp Alp Eq F EUR Acc,2,5,0.0,2.51,6.6,8.94,20.74,16.12,32.12,9.25,9.51,5.25,0.95,0.0,11.42,93247134.0,3,25492.19983,5,-5.99,1.3,90.23,17.26,0.5,2,2,2.0,False,0,0,1,0,0
F0GBR04RS5,Threadneedle European Sel Rtl Acc GBP,4,5,0.0,2.34,6.26,9.89,9.81,8.38,25.13,11.61,13.42,3.75,1.6,0.36,2.17,1866922353.0,3,40204.96675,1,3.55,0.87,87.41,14.75,0.77,3,3,3.0,False,0,0,0,0,1
F00000MJ6K,Marlborough Multi Cap Income A Acc,2,4,3.37415,0.52,1.96,12.69,16.94,13.65,21.88,2.13,4.69,5.25,1.65,0.46,10.0,1176049414.0,8,1605.07952,4,0.31,1.15,85.65,20.05,0.17,3,3,2.0,False,0,1,0,0,0
F0000118JH,Threadneedle (Lux) Pan Eur Eq Dv 2E EUR,5,3,0.0,0.27,0.79,5.93,15.91,13.36,28.6,8.79,6.98,0.0,1.08,0.28,1.5,66439825.0,2,24636.42657,3,2.58,1.0,92.84,17.03,0.48,3,1,3.0,True,0,1,0,0,0
F0GBR04RSL,BMO Select UK Equity 1 Acc,2,4,0.31913,-0.62,-0.27,7.68,9.18,8.37,12.82,-0.64,3.44,5.0,1.91,0.52,3.08,49078160.0,2,12145.65493,3,-2.47,1.19,91.74,20.04,0.04,2,2,2.0,False,1,0,0,0,0
F00000Q5MF,Brook Developed Markets I EUR Acc,4,1,0.0,0.77,3.77,7.71,18.11,17.72,60.85,18.15,16.0,5.0,1.03,-0.02,8.0,130130441.0,4,5223.1251200000015,5,1.46,1.53,75.24,27.9,0.69,2,2,2.0,True,1,0,0,0,0
F00000WZIZ,Franklin UK Mid Cap S Acc,4,5,0.67718,0.54,2.29,13.14,21.09,15.5,25.69,5.08,10.02,0.0,0.62,0.22,9.67,1143448236.0,5,2073.79581,4,0.79,1.04,95.61,23.39,0.31,3,3,3.0,True,0,0,0,1,0
F0GBR06KRI,SVS Albion Olim UK Equity Income Acc,2,3,2.88831,-0.09,-0.52,5.37,10.82,10.04,13.77,-2.36,2.9,0.0,1.0,0.09,19.42,3172852.0,1,9989.44585,3,-3.9,1.12,93.86,18.74,-0.04,2,1,3.0,False,0,1,0,0,0
F0GBR04CUU,Fidelity UK Select,4,4,0.16988,0.48,1.12,10.76,14.17,11.29,20.4,4.68,7.39,0.0,1.66,0.49,13.5,527637267.0,2,13013.08025,3,2.48,0.99,89.34,16.87,0.31,3,3,3.0,False,0,0,1,0,0
F00001100A,DWS Invest CROCI Europe SDG TFC,4,3,0.0,1.72,4.71,11.09,20.8,17.56,24.95,6.11,8.08,0.0,0.63,0.37,2.0,3170304.0,2,28016.96694,3,3.47,0.94,88.62,19.0,0.31,3,3,3.0,True,0,0,1,0,0
F0GBR06L03,Thesis KES Equity Fund Equity Acc,1,3,0.0,0.04,-0.21,7.07,6.78,7.02,11.53,3.57,6.78,7.5,1.13,0.5,9.08,17640210.0,2,71003.41011,4,-7.26,1.0,92.85,14.55,0.28,2,2,3.0,False,0,0,1,0,0
F00000OIGU,UBS UK Equity Income C Acc Net,2,1,2.4844,-0.16,0.15,6.89,17.52,17.91,20.58,-4.08,5.41,0.0,0.84,0.29,8.17,243057683.0,1,23162.16617,5,-5.76,1.46,90.88,24.7,-0.07,3,1,3.0,True,0,1,0,0,0
F00000SJ22,S\u0026W Revera UK Dynamic Corporate,2,3,1.15552,-0.34,0.56,6.81,13.78,11.83,17.83,3.47,6.6,0.0,0.8,0.22,12.75,150323290.0,4,4491.27015,3,1.79,1.15,87.03,19.97,0.25,2,3,3.0,False,1,0,0,0,0
F0GBR04BW8,Robeco Sustainable Eurp Stars Eqs D EUR,3,4,0.0,0.81,1.52,6.57,12.76,11.78,15.59,5.56,7.6,5.0,1.46,-0.01,2.92,1259022906.0,2,32039.41924,2,-1.23,0.9,95.91,13.93,0.35,3,1,3.0,True,0,0,1,0,0
F0GBR04RYY,ASI UK High Alpha Equity I Acc,2,1,1.97685,0.09,-0.26,6.28,14.74,12.29,18.97,-1.71,4.49,0.0,0.86,0.15,3.17,90462443.0,2,13324.85809,4,-3.38,1.31,90.11,22.28,0.01,2,3,3.0,False,1,0,0,0,0
F0GBR06KKK,LF Majedie UK Focus B,5,5,1.82899,0.05,-0.04,6.64,11.3,9.27,19.37,3.9,8.9,0.0,0.0,0.52,17.75,781539633.0,6,7639.16985,4,1.51,1.04,88.26,17.81,0.24,2,2,2.0,False,0,0,1,0,0
F00000V83A,Kairos Intl SICAV Europa ESG Y,3,3,0.0,0.42,1.28,7.15,17.38,14.88,31.06,8.15,8.0,0.0,2.02,0.67,8.25,64223650.0,2,34451.37541,3,0.9,1.02,96.6,16.24,0.5,3,3,3.0,False,0,0,1,0,0
F0GBR06AQG,Invesco Sus Pan Eurp Stu Eq B € Acc,2,3,0.0,1.63,5.24,9.91,18.71,14.72,25.91,1.74,4.3,0.0,2.52,0.36,14.25,1410515435.0,2,21398.25417,2,-4.83,0.87,84.45,14.11,0.07,3,3,3.0,False,0,0,1,0,0
F00000TD1R,Ninety One GSF European Eq I Acc EUR,3,2,0.0,0.43,1.85,7.36,19.65,16.3,24.73,5.55,8.63,5.0,0.97,0.6,9.17,1061559744.0,2,15918.98392,4,-1.78,1.03,94.19,16.1,0.34,2,2,2.0,False,0,0,1,0,0
F00000H6KY,Royal London European Growth Fund A,3,4,0.31145,1.79,5.76,10.91,11.34,10.15,25.01,8.02,11.85,0.0,1.22,0.0,3.67,2018156583.0,2,50991.85462,3,-0.74,0.98,97.55,15.35,0.53,2,3,3.0,False,0,0,0,0,1
F00000PSR4,Quilter Inv UK Eq Opports A (GBP) Acc,2,2,0.67684,0.17,0.58,10.92,17.32,15.44,33.88,5.14,6.73,5.0,1.64,0.46,8.17,381917940.0,5,6184.01986,3,3.59,1.4,92.08,23.54,0.32,2,3,3.0,False,1,0,0,0,0
F00000WPQB,Magallanes V.I. UCITS Iberian Equity I,3,1,0.0,0.37,-0.67,9.97,20.42,19.62,35.51,-2.25,5.15,0.0,1.54,0.25,5.5,42066462.0,4,1890.14819,4,-3.33,0.99,88.59,22.99,-0.02,3,3,3.0,False,0,0,0,0,1
F0GBR053P3,Aegon UK Equity GBP B Acc,4,1,1.86661,0.14,0.84,10.55,13.14,12.25,22.08,3.58,6.8,0.0,0.65,0.09,17.17,185056315.0,5,8574.096940000001,3,1.73,1.02,90.43,17.33,0.26,2,3,3.0,False,0,0,1,0,0
F00000VZWA,State Street Europe Value Spotlight I,2,1,0.0,0.7,2.43,7.31,18.06,16.27,32.2,3.06,6.47,0.0,0.84,0.84,8.08,131578469.0,1,15186.29952,4,0.96,1.14,94.66,22.79,0.19,3,3,3.0,False,0,0,1,0,0
F00000P77M,AXA Framlington UK Equity Income Z £ Acc,4,3,3.25313,-0.4,0.25,9.6,11.01,8.81,14.09,3.78,6.24,0.0,0.85,0.1,2.58,79234165.0,2,12248.67579,2,1.82,0.94,89.21,16.09,0.27,2,1,3.0,True,0,1,0,0,0
F0GBR04LWW,Schroder ISF Swiss S&M Cap Eq A Acc CHF,3,1,0.0,0.38,7.93,7.89,19.16,14.42,37.39,8.35,11.91,5.0,1.85,0.12,11.33,160382978.0,6,4227.14817,3,2.12,0.88,94.16,13.85,0.68,2,3,3.0,False,0,0,0,1,0
F00000QKW2,LF Canlife UK Equity B Acc,1,3,1.3886,0.12,0.24,9.1,14.25,13.25,18.34,0.34,3.81,4.75,1.04,0.77,7.67,662673809.0,2,22067.70508,4,-1.62,1.12,94.31,18.68,0.08,2,3,3.0,False,0,0,1,0,0
F000000JYW,Schroder ISF Eurp Div Mxmsr A Acc EUR,1,2,0.0,0.62,5.06,6.44,14.91,11.82,15.73,-4.82,0.85,5.0,1.88,0.42,5.17,307760926.0,2,22592.0049,4,-10.8,1.06,91.68,17.59,-0.28,2,1,3.0,False,0,1,0,0,0
F000001APJ,BPI GIF Iberia R,4,3,0.0,0.04,-0.22,9.8,15.97,17.07,26.56,3.69,6.41,3.0,2.18,0.27,3.5,33514429.0,1,13369.77237,2,2.78,0.87,97.25,18.92,0.27,3,3,3.0,False,0,0,0,0,1
F000003U77,Artemis Income I Acc,5,4,3.36636,0.29,0.08,7.77,12.77,11.91,21.41,3.32,7.46,0.0,0.79,0.19,19.42,4852508869.0,1,12703.32563,2,1.22,1.05,96.22,17.33,0.24,3,1,3.0,True,0,1,0,0,0
F00000WALO,TM CRUX European I EUR Acc,2,3,0.29955,1.77,5.3,6.78,15.78,11.61,30.29,7.8,7.98,0.0,0.97,0.24,5.58,178929825.0,3,27722.84065,3,-2.04,1.03,93.36,16.25,0.45,2,1,2.0,False,0,0,0,0,1
FOGBR05KEJ,AB European Eq Ptf S Acc,5,2,0.0,0.56,5.51,10.16,22.25,17.55,37.45,4.87,9.35,0.0,0.12,0.32,9.42,600476193.0,2,14162.20355,3,2.94,0.94,91.09,18.81,0.29,3,3,3.0,False,0,0,1,0,0
F0GBR04RO4,Ninety One UK Special Situations A Acc,2,2,0.55623,-0.2,-1.11,6.25,17.75,15.78,23.83,2.31,5.98,0.0,1.56,0.25,1.17,390069836.0,4,7949.469309999998,5,2.0,1.7,86.04,29.56,0.23,2,1,2.0,False,1,0,0,0,0
F00000LNW5,UBS (Lux) KSS Eurp Eq Val Opp EUR K1-acc,2,2,0.0,0.04,2.28,8.16,22.92,22.53,34.99,2.97,8.0,5.0,1.15,0.07,7.67,131246715.0,1,29395.40973,5,-6.72,1.43,91.97,22.89,0.17,3,3,3.0,False,0,0,1,0,0
F000003W54,MI Chelverton UK Equity Income B Acc,4,1,2.28281,0.88,1.56,11.93,23.4,19.33,33.49,1.66,7.74,5.0,0.89,0.21,14.58,537337833.0,7,738.31872,5,0.3,1.4,83.65,24.78,0.17,2,3,3.0,False,0,1,0,0,0
F0GBR04S8X,M&G Pan European Select GBP A Acc,4,4,0.36187,1.4,5.0,11.91,14.82,13.11,32.49,7.89,11.65,0.0,1.18,0.04,6.92,154767340.0,3,19545.30158,4,0.81,1.08,93.55,16.97,0.5,3,3,3.0,False,0,0,1,0,0
F00000JZ77,Fidelity European Div Y-Acc-EUR,5,3,0.0,0.9,2.49,5.89,15.67,13.4,22.2,7.24,7.01,0.0,1.1,0.46,3.08,95619830.0,2,28537.68292,2,1.68,0.9,95.04,14.84,0.44,3,1,3.0,False,0,1,0,0,0
F0GBR06U3O,Pictet-Euroland Index IS EUR,4,3,0.0,0.54,2.45,9.16,17.59,16.17,29.27,7.66,10.11,5.0,0.32,0.0,15.0,320563512.0,2,39621.53838,3,0.28,1.0,99.91,18.11,0.42,3,3,3.0,False,0,0,1,0,0
F000000G8T,Generali IS Euro Future Leaders DX,1,4,0.0,0.57,1.25,7.32,15.29,13.82,28.82,2.36,4.9,5.0,2.0,0.23,14.0,252044835.0,5,5517.486129999998,4,-5.4,1.07,96.12,20.59,0.15,2,2,2.0,False,0,0,0,1,0
F0GBR04S2V,Scottish Widows UK Smlr Coms A,2,2,0.03796,0.96,3.93,15.59,24.03,19.7,37.07,3.43,10.12,7.0,0.33,0.56,19.25,60565573.0,8,751.16035,4,-5.17,0.96,86.75,24.75,0.22,2,2,2.0,False,0,0,0,1,0
F0GBR06KYC,Schroder Responsible Value UK Eq X Acc,4,3,2.7770900000000003,0.31,1.59,7.35,19.7,19.64,29.1,1.86,8.15,0.0,0.05,0.0,11.08,59036837.0,1,16168.5706,4,-0.12,1.17,85.28,20.42,0.15,2,1,3.0,False,0,0,1,0,0
F0GBR06MOS,SPW Multi-Manager UK Eq Income A Acc,3,3,2.67258,0.42,0.69,8.92,16.5,15.93,23.55,2.13,5.68,5.0,0.01,0.17,21.42,514555386.0,1,10115.25215,3,-0.13,1.13,94.31,18.85,0.16,2,1,2.0,False,0,1,0,0,0
F00000QBOB,MFS Meridian European Smlr Coms I1 USD,3,4,0.0,0.23,4.47,9.52,16.99,11.41,40.83,10.3,11.5,0.0,0.98,0.1,19.58,478360454.0,6,3941.58219,1,1.48,0.84,95.23,15.54,0.58,3,3,3.0,False,0,0,0,1,0
F00000OY8C,Allianz German Equity AT EUR,4,5,0.0,0.9,3.84,4.91,11.59,6.0,21.81,4.08,8.3,5.0,1.84,0.03,4.0,806255804.0,3,19159.19953,3,-2.13,0.96,88.22,19.87,0.25,3,1,3.0,True,0,0,0,0,1
F00000TQMF,TM UBS (UK) - UK Eq C Acc,3,4,1.59333,0.2,1.44,8.64,12.52,10.01,15.05,1.43,5.64,5.25,1.27,0.28,9.08,,2,16172.22236,2,-0.98,1.02,95.01,16.92,0.11,2,1,3.0,False,0,0,1,0,0
F000002IS7,LTIF Classic CHF,2,1,0.0,-0.64,0.16,4.95,26.26,25.15,45.52,3.07,8.15,0.0,2.28,0.27,19.42,73396983.0,1,13398.69672,5,-12.08,1.65,91.58,27.1,0.27,3,3,3.0,False,1,0,0,0,0
F00000JNRB,CS (Lux) Sm and Md Cp Alpha L/S B EUR,4,4,0.0,0.55,1.14,0.53,1.27,-0.08,3.85,2.64,7.72,5.0,1.86,0.08,10.92,290772284.0,6,5009.55226,3,1.59,0.2,16.0,9.71,0.19,3,3,1.0,False,0,0,0,0,1
F00000V370,AXA Framlington UK Mid Cap S GBP Acc,5,3,0.77559,0.13,3.33,12.7,19.51,13.5,26.69,8.45,10.62,0.0,0.44,0.29,10.25,544099137.0,6,1981.83354,2,4.36,0.85,92.03,19.5,0.5,2,3,3.0,True,0,0,0,1,0
F0GBR04S1J,Fidelity Index UK A-Acc,3,2,2.19633,-0.03,0.03,7.99,12.03,11.5,15.85,1.73,6.81,0.0,0.3,0.07,6.75,2998035716.0,2,22045.24762,3,-0.46,1.03,97.38,16.93,0.14,3,3,3.0,False,0,0,1,0,0
F00000TGFI,VT Vanneck Equity B GBP Acc,5,3,2.8170900000000003,0.57,0.34,8.88,9.73,9.46,12.77,5.66,7.93,0.0,0.92,0.16,7.08,70560425.0,2,45500.81053,1,3.19,0.85,93.1,14.22,0.39,2,1,2.0,True,0,0,1,0,0
F00000X6F9,VIA Smart-Equity Europe Private EUR Acc,3,4,0.0,0.56,2.74,10.81,21.3,17.9,31.9,7.24,7.92,0.5,2.0,0.0,5.25,194639065.0,2,17716.13693,3,-0.37,1.06,94.11,17.05,0.42,3,1,3.0,False,1,0,0,0,0
F0GBR04NSH,Carmignac Pf Grande Europe A EUR Acc,4,4,0.0,1.41,2.33,5.77,12.13,9.48,25.18,13.61,12.75,4.0,1.79,0.13,4.58,743712455.0,3,27583.590860000004,3,1.38,1.0,91.74,14.06,0.89,3,3,3.0,False,0,0,1,0,0
F00000WPQ8,Magallanes V.I. UCITS European Eq I EUR,3,1,0.0,-0.26,1.08,10.24,25.94,24.74,52.14,5.53,9.8,0.0,1.5,0.11,5.5,363904970.0,4,5419.59683,4,-3.27,1.3,88.56,21.32,0.29,3,3,3.0,False,1,0,0,0,0
F0GBR05VVV,JPM Europe Dynamic Techs Fd A (acc) EUR,3,5,0.0,1.77,9.1,11.22,25.54,17.43,52.76,19.47,21.64,5.0,1.75,1.28,14.25,743444764.0,3,14769.62086,4,-3.15,1.01,83.61,19.01,0.98,3,3,3.0,False,0,0,0,0,1
F0GBR04RUS,ASI Europe ex UK Equity A Acc,4,5,0.0,2.66,5.61,7.93,4.91,4.17,15.91,10.72,14.22,0.0,1.36,0.09,5.75,568597977.0,3,33106.19412,1,2.98,0.85,84.68,14.75,0.71,2,3,3.0,False,0,0,0,0,1
