SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous,Size,Style
F0GBR04RXW,Schroder UK Equity Acc,1,2,1.4832,0.0,-1.75,4.3,13.87,12.3,17.43,-2.72,0.0,1.68,0.17,7.92,365559820.0,11007.95926,4,-4.54,1.26,91.54,21.34,-0.05,2,1,3.0,0,0,0,1,0,0,1,1
F00000PLW7,Allianz European Equity Income C Acc,2,4,2.51884,0.75,2.86,6.33,7.94,7.11,15.53,0.46,2.32,1.19,0.1,4.67,24669709.0,33949.44569,3,-8.17,1.06,91.53,16.73,0.09,3,1,3.0,1,0,0,0,0,1,1,1
F00000O8GB,FP Argonaut European Alpha I EUR Acc,2,1,0.6551100000000001,0.69,3.81,6.99,16.05,11.34,22.34,3.99,0.0,0.81,1.19,8.92,40479818.0,6843.59728,3,-3.9,0.82,73.26,14.39,0.22,2,3,2.0,1,0,0,0,0,1,2,2
F00000VAJU,Premier Miton Inc C acc,2,2,4.1851400000000005,0.26,0.29,8.9,10.74,9.65,11.65,-2.31,0.0,0.99,0.61,0.58,190390844.0,21242.8426,5,-3.79,1.28,83.92,22.66,-0.01,3,1,3.0,1,0,1,0,0,0,1,1
F00000Q4BB,BGF European Value I2 EUR,3,2,0.0,1.09,3.28,6.66,18.05,14.07,36.54,5.94,0.0,0.82,0.55,10.58,864298775.0,27202.4942,3,3.44,0.95,91.73,18.99,0.32,3,1,3.0,0,0,0,1,0,0,1,2
F0GBR04C33,OneFamily Stockmarket 100 Trust RA,3,2,1.44679,0.79,0.0,7.65,9.43,11.28,13.69,0.54,0.0,0.35,0.04,2.75,277011575.0,35378.50094,2,-1.51,0.96,93.94,15.95,0.07,2,2,2.0,0,0,0,1,0,0,1,1
F00000OB1H,LF Canlife UK Equity Income C Acc,3,1,3.30628,-0.11,-0.43,8.07,13.8,13.34,15.2,0.67,4.75,0.82,0.41,2.42,244183589.0,22068.91169,3,-1.33,1.14,95.87,18.78,0.1,2,1,3.0,1,0,1,0,0,0,1,1
F0GBR05ZSF,Janus HndrsnContinen Eurp A2 EUR Acc,4,3,0.0,0.85,2.6,9.23,18.01,16.45,28.91,10.79,5.0,1.64,0.22,11.33,1757742213.0,40734.83403,2,1.16,0.96,97.84,14.88,0.66,3,3,3.0,0,0,0,0,0,1,1,2
F00000ZYGQ,Schroder European Q EUR Acc,2,3,1.30784,0.78,6.17,9.87,20.09,15.89,31.99,7.34,0.0,0.75,0.56,15.08,1314565472.0,12947.60387,4,-3.55,1.14,93.67,18.17,0.38,2,3,3.0,0,0,0,0,0,1,1,2
F00000J00Q,Finlabo Inv Dynamic Equity P,2,3,0.0,-0.65,-0.59,5.12,16.81,16.2,16.32,-1.17,3.0,2.37,1.02,11.0,67450562.0,3724.4346200000014,3,-3.47,0.34,48.59,6.17,-0.35,2,3,3.0,0,0,0,0,0,1,2,1
F00000MTB9,AXA Framlington UK Mid Cap R GBP Acc,4,3,0.0,0.09,3.2,12.37,18.83,12.93,25.18,7.21,5.25,1.59,0.29,10.25,544099137.0,1981.8335399999999,1,3.22,0.85,91.99,19.48,0.44,2,3,3.0,0,0,0,0,1,0,2,3
F0GBR04AFL,Schroder ISF UK Equity C Acc GBP,2,3,0.0,0.25,-1.11,5.02,13.58,12.89,17.8,-2.35,1.0,1.05,0.21,7.92,86321139.0,13015.57676,4,-4.18,1.26,92.75,21.07,-0.03,2,3,3.0,1,0,0,1,0,0,1,2
F0000043NQ,FP Octopus UK Equity B Acc,3,4,0.9119,0.53,1.05,8.45,13.65,11.11,22.88,1.99,0.0,1.17,0.18,11.75,16807143.0,7206.461440000001,2,0.23,1.07,91.4,18.04,0.18,2,3,2.0,0,1,0,0,0,0,2,2
F0000106UZ,WS Charteris Premium Income I Acc,3,2,3.8175199999999996,-0.95,-2.8,5.07,12.5,10.6,27.28,5.86,0.0,1.56,0.24,3.25,8649353.0,19802.17649,4,3.8,1.06,81.72,18.91,0.35,2,1,2.0,1,0,1,0,0,0,1,1
F0GBR04DZU,BNP Paribas Funds Euro Mid CapC C,2,5,0.0,0.65,3.0,7.68,13.51,10.2,23.46,3.95,3.0,1.97,0.15,3.75,29715899.0,10059.28489,3,-3.99,0.91,92.76,17.6,0.25,3,3,3.0,0,0,0,0,1,0,1,2
F00000QB3R,Janus HndrsnContinen Eurp G2 GBP,5,3,0.0,0.93,2.76,10.12,11.63,12.42,25.77,12.38,0.0,0.74,0.17,11.33,1757742213.0,40734.83403,2,3.38,0.95,97.12,14.61,0.81,3,3,3.0,0,0,0,0,0,1,1,2
F00000NKOC,Artemis UK Select I Acc,4,3,0.8458600000000001,-0.14,-0.19,11.84,21.35,18.4,43.2,9.03,0.0,0.89,0.2,5.5,1269666743.0,5818.88644,5,7.55,1.57,88.89,26.96,0.44,3,3,3.0,1,1,0,0,0,0,2,1
F00000UQKS,Allianz Europe Conviction Eq AT EUR,3,3,0.0,1.17,4.4,7.46,20.68,17.19,29.61,8.38,5.0,1.86,0.05,4.5,169649322.0,29315.07008,4,0.04,1.1,96.06,17.1,0.46,3,1,3.0,0,0,0,1,0,0,1,1
F00000MTVL,Fidelity FIRST European Value A EUR Acc,2,2,0.0,0.76,2.95,6.74,21.44,18.79,33.91,2.48,5.25,1.94,0.1,4.5,29448798.0,27500.216689999997,3,0.08,1.0,98.47,19.36,0.15,3,3,3.0,0,0,0,1,0,0,1,1
F000001ULV,Candriam Eqs L Eurp Innovt I EUR Cap,4,3,0.0,1.26,2.98,9.04,16.41,13.44,28.1,13.42,0.0,0.8,0.19,9.42,1345616556.0,20545.31899,3,1.36,1.0,94.34,13.49,0.92,2,3,3.0,0,0,0,1,0,0,1,3
F0GBR04D9J,JPM UK Dynamic A Net Acc,3,3,1.14354,-0.43,0.53,11.59,18.32,16.42,25.01,-0.97,0.0,1.56,1.94,14.25,80816338.0,10751.98334,3,-2.51,1.19,92.51,20.08,0.04,3,3,3.0,0,1,0,0,0,0,1,2
F00000YCY2,Digital Stars Europe Smlr Coms EUR Acc,4,2,0.0,-0.97,2.4,12.48,28.04,18.3,60.42,13.19,5.0,2.02,0.88,4.5,8422745.0,934.88689,3,4.87,0.96,90.18,20.69,0.68,3,3,3.0,0,0,0,0,1,0,3,3
F000010DLP,RAM (Lux) Sys European Equities UP EUR,3,3,0.0,0.33,2.64,12.53,23.41,19.68,39.71,6.5,2.0,1.43,0.81,13.75,217337645.0,6175.36041,3,-0.92,1.04,88.82,16.94,0.38,2,3,3.0,0,1,0,0,0,0,2,2
F00000UG3L,Heptagon European Focus Eq CE EUR Acc,5,5,0.0,2.41,5.77,13.73,19.09,14.0,25.31,16.8,3.0,1.19,0.19,6.83,61444880.0,37355.32051000001,1,5.86,0.81,82.9,12.72,1.15,2,2,2.0,0,0,0,1,0,0,1,3
F000000F6R,Allianz Best Styles Euroland Eq AT EUR,2,3,0.0,0.88,4.71,9.41,19.42,16.56,33.51,4.51,5.0,1.36,0.03,12.25,98894994.0,34853.13885,4,-2.99,1.03,97.9,18.56,0.25,3,1,3.0,0,0,0,1,0,0,1,2
F00000VXJ4,Man GLG Eurp Mid-Cap Eq Alt IN € Acc,3,3,0.0,-0.83,-1.4,-0.41,0.57,1.12,0.5,-1.82,0.0,1.37,0.47,6.25,147202400.0,18927.73138,2,-2.22,0.15,38.63,6.55,-0.36,2,2,2.0,0,0,0,0,0,1,1,1
F0GBR061CY,SEI GMF Pan Eurp Sm Cp Instl GBP Acc,3,3,0.0,-0.26,2.27,13.19,19.26,16.14,36.18,8.15,1.0,0.16,0.31,21.42,218659836.0,2116.19653,3,-0.25,1.01,97.7,19.94,0.47,3,3,3.0,0,0,0,0,1,0,2,2
F0GBR04RW7,ASI UK Ethical Equity I Acc,3,5,0.45973,-0.04,1.31,10.57,18.2,13.02,25.12,3.82,0.0,0.85,0.12,17.0,345136779.0,3007.0712,5,3.01,1.41,82.35,25.14,0.27,2,3,3.0,1,1,0,0,0,0,2,3
F00000MDAZ,TM CRUX UK Core Fund B Acc,5,3,1.39237,0.34,-0.68,5.45,12.62,12.04,13.69,3.7,0.0,0.78,0.27,5.42,73015301.0,12485.54011,2,1.74,0.95,92.71,15.98,0.27,2,1,2.0,0,0,0,1,0,0,1,2
F00000H6L3,Royal London UK Dividend Growth A,4,2,2.36878,-0.07,1.45,10.36,16.86,14.78,24.51,5.55,0.0,1.27,0.13,5.17,1015804904.0,9709.93758,4,3.49,1.1,91.8,18.52,0.35,2,1,3.0,0,0,0,1,0,0,2,2
F00000YWBD,Threadneedle (Lux) European Select ZG,5,5,0.0,1.75,3.61,10.89,9.9,9.27,24.34,12.45,5.0,1.04,0.37,2.17,1493436165.0,40247.37669,1,4.5,0.84,89.93,14.06,0.85,3,3,3.0,0,0,0,0,0,1,1,3
F00000HL56,OYSTER Sustainable Europe C EUR,3,3,0.0,0.98,2.34,8.52,16.56,13.67,29.82,6.4,3.0,2.41,0.71,1.0,163394911.0,11627.364459999999,3,-0.87,0.97,87.87,15.77,0.37,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04DJO,Janus Henderson European Sel Opps A Acc,4,3,0.1497,1.51,5.02,9.64,11.91,11.29,26.17,9.53,0.5,1.71,0.21,11.33,2120707485.0,40172.57144,2,0.58,0.99,95.53,15.42,0.62,3,1,3.0,0,0,0,0,0,1,1,2
F00000NRQ7,ASI UK All Share Tracker B Acc,4,3,2.4998,0.05,0.13,8.15,12.17,11.7,16.23,2.12,0.0,0.1,0.09,11.25,1692590829.0,22007.116159999998,3,-0.08,1.04,97.04,17.13,0.16,2,3,3.0,0,0,0,1,0,0,1,2
F0GBR04IBC,Scottish Widows European Gr A,3,3,0.70409,1.23,3.45,10.62,11.69,11.4,25.34,7.58,7.0,0.28,0.36,8.75,965294892.0,39840.501039999996,4,-2.4,1.08,97.19,16.55,0.45,2,2,2.0,1,0,0,0,0,1,1,2
F000011DVW,Nordea 2 - European Enhanced Eq BI EUR,3,3,0.0,1.79,6.07,9.86,20.35,17.46,31.84,8.51,0.0,0.2,0.07,3.83,258529352.0,40951.55243,3,0.19,1.03,97.51,15.83,0.47,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR05SC4,NN (L) European High Div P Cap EUR,3,2,0.0,1.07,4.22,7.98,18.63,16.67,29.09,5.06,3.0,1.79,0.56,16.5,192630647.0,48072.33447,3,-0.89,1.0,94.22,16.79,0.28,3,3,3.0,0,0,1,0,0,0,1,2
F0GBR06I18,BNY Mellon UK Opportunities Expt 2 Acc,4,5,1.63015,-0.12,0.8,9.25,10.67,10.32,14.61,3.41,0.0,0.8,0.19,1.33,282751459.0,24010.03865,3,1.39,1.02,91.9,17.26,0.24,3,3,3.0,0,0,0,1,0,0,1,2
FOGBR05KM1,Fidelity Nordic A-Acc-SEK,2,2,0.0,-1.39,0.37,4.27,21.64,20.38,56.26,8.1,5.25,1.94,0.12,9.83,343472488.0,3308.59206,4,-7.36,1.09,84.46,23.84,0.41,3,3,3.0,0,0,0,0,1,0,2,1
F00000M8I5,LO Funds Cont Europe S&M Ldrs EUR SA,3,4,0.0,0.86,3.21,9.05,15.57,11.4,34.2,10.32,0.0,0.17,0.15,17.42,455786502.0,4501.46451,2,0.85,0.86,93.56,17.66,0.58,2,2,2.0,1,0,0,0,1,0,2,3
F000000L7N,BNP Paribas Europe Small Cap Cl C,3,5,0.0,0.59,0.27,6.86,16.11,11.83,26.14,6.33,3.0,2.22,0.13,13.0,1145361862.0,3257.88269,3,-2.39,0.97,95.16,18.37,0.36,3,3,3.0,0,0,0,0,1,0,2,2
F00000TW80,JB Eq Global Excell Eurp EUR B,3,4,0.0,1.38,2.86,10.71,17.45,15.02,26.62,11.33,5.0,1.51,0.34,6.92,104250702.0,50806.73099,2,-0.3,0.95,95.33,12.83,0.79,2,3,3.0,0,0,0,1,0,0,1,3
F00000WRFH,Quilter Inv Eurp (ex UK) Eq Gr A EUR Acc,5,4,0.0,2.02,5.84,10.81,21.17,15.47,38.22,16.18,5.0,1.65,0.16,8.17,178580798.0,25558.91351,1,6.84,0.86,86.49,14.85,0.98,2,3,3.0,0,0,0,0,0,1,1,3
F00000MWK3,Jupiter Growth \u0026 Income I Acc,2,1,2.6769700000000003,-0.08,-0.21,6.51,15.45,14.82,18.78,-0.62,0.0,0.99,0.41,8.08,38886271.0,11032.77637,5,-2.66,1.28,91.41,21.56,0.04,3,1,3.0,1,0,0,1,0,0,1,1
F00000W76V,UBAM Swiss Small And Mid Cap Eq AC CHF,3,3,0.0,0.85,6.56,12.02,22.12,17.4,39.04,8.54,0.0,1.5,0.07,5.92,82874712.0,3622.1718100000003,4,2.12,0.96,93.96,16.1,0.63,3,2,2.0,0,0,0,0,1,0,2,3
F0GBR04CZP,Threadneedle(Lux)Pan Eurp ESG Eqs AE EUR,3,4,0.0,0.3,2.35,9.1,18.0,15.13,31.31,9.65,5.0,1.66,0.42,11.75,367604363.0,40154.23252,3,-3.3,1.12,92.03,14.93,0.61,3,3,3.0,0,0,0,1,0,0,1,2
F00000PWXJ,Fidelity Nordic A-Acc-EUR,1,2,0.0,-1.47,0.75,4.93,23.88,20.03,63.34,8.57,5.25,1.94,0.12,9.83,343472488.0,3308.59206,5,-7.54,1.1,84.65,24.1,0.41,3,3,3.0,0,0,0,0,1,0,2,1
F00000O8G5,FP Argonaut European Alpha A EUR Acc,1,1,0.25865,0.67,3.72,6.79,15.55,10.92,21.38,3.03,5.25,1.81,1.19,8.92,40479818.0,6843.59728,3,-4.83,0.82,73.36,14.39,0.16,2,3,2.0,1,0,0,0,0,1,2,2
F00000WQ4H,Trojan Ethical Income Fund O Acc,5,4,2.01919,0.48,0.04,7.8,6.39,5.18,7.12,6.3,0.0,1.02,0.15,5.42,302014571.0,17420.33731,1,4.12,0.62,76.38,11.55,0.51,2,1,2.0,0,0,1,0,0,0,1,2
F0000150TA,Jupiter Growth \u0026 Income J Acc,1,1,2.48778,-0.09,-0.25,6.38,15.19,14.58,18.27,-1.26,2.32,1.44,0.14,8.08,38886271.0,11032.77637,5,-3.3,1.28,91.42,21.57,0.01,3,1,3.0,1,0,0,1,0,0,1,1
F00000P0VD,Invesco UK Smaller Coms Eq UK Z Acc,4,2,0.3222,-0.02,2.87,15.3,28.93,23.17,44.35,11.31,5.0,0.92,0.14,10.25,774792223.0,793.46957,3,3.56,0.84,89.94,21.24,0.61,3,3,3.0,1,0,0,0,1,0,3,3
F0GBR055SF,JPM Europe Dynamic D (acc) USD,2,2,0.0,0.04,4.92,11.86,24.28,16.54,47.49,6.75,5.0,2.56,1.54,16.33,626966971.0,25012.7976,4,-2.02,1.14,95.42,18.11,0.34,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR06JTX,BNY Mellon UK Income Expt 1 Acc,4,4,3.1665099999999997,0.02,0.36,9.09,12.14,11.98,16.86,4.49,0.0,0.54,0.3,1.0,1135535605.0,27322.347039999997,2,2.12,1.07,91.61,18.05,0.28,3,1,3.0,0,0,1,0,0,0,1,1
F00000RW5L,Seeyond Europe MinVol R/A EUR,3,4,0.0,1.28,2.39,9.18,11.97,10.85,13.33,3.77,4.0,1.85,0.28,7.58,647247261.0,23147.780730000002,1,-2.04,0.74,85.95,12.33,0.23,3,3,3.0,1,0,0,1,0,0,1,2
F000001APK,BPI GIF Iberia I,5,3,0.0,0.05,-0.14,10.07,16.56,17.6,27.85,4.77,3.0,1.14,0.27,3.5,33514429.0,13369.77237,2,3.81,0.88,97.22,18.96,0.32,3,3,3.0,0,0,0,0,0,1,1,1
F00000W3Z5,Mirabaud Eqs Swiss Sm & Mid D GBP Acc,4,3,0.0,0.75,5.74,11.0,11.44,10.89,31.09,11.08,0.0,1.05,0.05,5.75,1001691143.0,4356.658579999998,4,3.08,0.99,93.16,16.14,0.7,3,3,3.0,0,0,0,0,1,0,2,3
F00000ZJLV,Man GLG RI Sust Eurp Inc I C EUR,4,3,0.0,1.25,0.87,6.78,11.16,10.52,19.52,5.79,0.0,0.96,0.29,3.75,56037020.0,29414.6773,4,-0.38,1.08,90.74,18.47,0.31,2,1,2.0,1,0,1,0,0,0,1,2
F0GBR06I50,BNY Mellon Continental European Expt1Acc,4,4,0.9365100000000001,1.69,5.62,8.64,8.63,7.11,19.44,8.41,0.0,0.58,0.09,7.92,143554396.0,51249.35142,2,-0.38,0.96,95.47,15.19,0.54,3,3,3.0,0,0,0,0,0,1,1,2
F000010CMK,Schroder Responsible Value UK Eq Fd ZAcc,2,3,2.09048,0.29,1.5,7.11,19.14,19.16,27.94,0.97,0.0,0.95,0.0,11.08,59036837.0,16168.5706,4,-1.0,1.17,85.32,20.4,0.11,2,1,3.0,0,0,0,1,0,0,1,1
F000000L24,Schroder ISF Glb Div Mxmsr A Acc SGD,2,3,0.0,0.89,2.57,6.85,20.17,19.85,30.67,2.77,5.0,1.87,0.32,7.58,1252836396.0,15058.56854,4,-7.39,1.26,83.39,17.43,0.11,2,1,3.0,0,0,1,0,0,0,1,1
F0GBR05VVV,JPM Europe Dynamic Techs Fd A (acc) EUR,3,5,0.0,1.77,9.1,11.22,25.54,17.43,52.76,19.47,5.0,1.75,1.28,14.25,743444764.0,14769.620859999999,4,-3.15,1.01,83.61,19.01,0.98,3,3,3.0,0,0,0,0,0,1,1,3
F0GBR04IQE,Schroder European Recovery A Acc,1,2,0.38366,0.11,2.91,7.23,18.17,17.21,36.38,3.46,0.0,1.7,0.31,3.08,211999752.0,11708.089179999999,5,-8.16,1.48,88.27,24.57,0.24,2,3,3.0,0,0,0,0,0,1,1,1
F00000X577,Robeco QI Continental Eurp Cnsrv Eqs F £,3,3,0.0,1.66,3.69,11.0,7.8,8.53,13.38,6.39,0.0,0.7,-0.03,5.17,3806302.0,13639.90236,1,-0.37,0.76,87.05,12.6,0.49,3,1,3.0,0,0,0,0,0,1,1,2
F0GBR04RS2,Threadneedle European Rtl Acc GBP,3,5,0.0,0.75,4.58,8.94,11.44,10.33,25.92,10.01,3.75,1.63,0.7,7.0,879426023.0,38215.18693,2,1.46,1.0,95.88,15.74,0.67,3,3,3.0,0,0,0,0,0,1,1,2
F0GBR05ADV,Merian European Equity B USD Acc,1,2,0.0,1.06,4.97,12.26,25.67,19.67,45.75,7.07,0.0,3.07,0.38,2.17,44949399.0,15457.550959999999,4,-2.22,1.1,95.54,17.11,0.33,2,2,3.0,0,0,0,1,0,0,1,2
F0GBR06LU1,SLI UK Equity General Trust Retl Acc,1,1,1.2331,0.07,-0.07,7.37,14.56,13.63,16.13,-0.47,7.5,0.85,0.09,0.67,608127463.0,16267.950340000001,5,-2.23,1.21,93.57,20.17,0.05,2,3,3.0,0,0,0,1,0,0,1,2
F00000QLHW,Brook Developed Markets R GBP Inc,3,1,0.0,0.66,2.74,7.31,12.3,12.74,53.39,17.08,5.0,1.53,-0.02,8.0,130130440.0,5223.1251200000015,5,1.18,1.52,75.11,27.88,0.68,2,2,2.0,0,1,0,0,0,0,2,1
F00000S7JR,JPM Euroland Dynamic C perf (acc) EUR,4,2,0.0,0.55,5.79,11.69,26.7,21.05,47.01,8.61,0.0,0.95,1.19,9.75,92278565.0,20432.26092,4,1.12,1.09,97.08,20.02,0.46,3,3,3.0,0,0,0,1,0,0,1,2
F00000NULW,Uni-Global Equities Europe TA-EUR,2,5,0.0,0.72,2.72,8.36,11.39,10.67,11.66,2.13,4.0,1.9,-0.01,9.33,774518794.0,22915.395790000002,1,-3.3,0.74,88.08,11.74,0.13,3,3,3.0,0,0,0,1,0,0,1,2
F00000PNTP,Federated Hermes Eurp Alp Eq F GBP Acc,3,5,0.0,2.58,6.26,9.07,12.68,10.81,26.45,8.24,5.25,0.95,0.0,11.42,93247134.0,25492.19983,5,-6.17,1.32,90.35,17.61,0.49,2,2,2.0,1,0,0,1,0,0,1,3
F000002XXL,Janus Henderson Instl Hi Alp UK Eq I Acc,3,4,2.94369,0.26,0.58,8.65,10.98,11.04,12.27,1.28,0.0,0.77,0.07,1.08,12683698.0,17443.3513,3,-0.92,1.06,94.28,17.58,0.11,3,1,3.0,0,0,0,1,0,0,1,1
F00000W0K7,Brook European Focus A EUR Inc,4,1,0.0,-0.19,1.89,8.61,25.64,24.98,48.17,9.51,5.0,1.25,0.34,6.0,481591892.0,18125.58778,5,0.84,1.22,73.26,22.38,0.43,2,2,2.0,1,0,0,1,0,0,1,1
F00000ZHOD,AB European Eq Ptf S1 EUR Acc,3,2,0.0,0.56,5.45,10.02,21.91,17.22,36.65,4.25,0.0,0.71,0.32,9.42,600476193.0,14162.20355,3,2.34,0.94,91.12,18.8,0.26,3,3,3.0,0,0,0,1,0,0,1,2
F000010OP2,Invesco Continental Eur Eq E EUR Acc,2,3,0.0,1.03,4.15,7.36,20.69,16.9,34.37,5.61,3.0,2.48,0.16,2.75,33060045.0,25113.08843,5,-5.49,1.2,94.08,18.68,0.3,3,3,3.0,1,0,0,0,0,1,1,1
F00000V4Q4,BlackRock Systm Continen Euro A GBP Acc,3,3,1.15635,1.42,6.31,11.63,14.82,13.69,29.06,8.75,5.0,1.15,0.47,6.5,12142921.0,31261.18665,3,-0.73,1.05,97.1,16.16,0.55,3,3,3.0,0,0,0,0,0,1,1,2
F00000VP6G,Quoniam Fds Sel Eurp Eqs MnRsk EUR I acc,2,3,0.0,1.51,2.76,9.22,14.38,12.63,16.24,3.3,2.0,0.55,-0.04,6.17,163709699.0,24943.45375,1,-3.18,0.82,93.03,12.61,0.18,3,3,3.0,0,0,0,1,0,0,1,2
F00000SJYC,Quilter Inv UK Eq Lrg-Cp Val U2 GBP Acc,4,4,3.17156,0.06,0.32,9.08,12.09,11.94,16.29,4.3,5.0,0.74,0.05,8.17,19498810.0,27553.99702,2,1.94,1.06,91.83,17.96,0.27,2,3,3.0,1,0,1,0,0,0,1,1
F0000109PF,Comgest Growth Europe ex UK EUR SI Acc,5,4,0.0,1.85,3.27,10.54,15.5,13.4,27.39,15.93,2.32,0.93,0.08,6.5,251421943.0,35584.57565,1,7.54,0.79,84.73,13.76,1.05,2,2,3.0,0,0,0,0,0,1,1,3
F000002DGO,MI Charles Stanley UK \u0026 Intl Gr A Acc,2,3,1.13133,0.32,0.16,7.62,8.58,8.74,15.19,5.01,0.0,1.47,0.01,12.5,110712147.0,32709.0545,4,-6.66,1.07,95.33,15.61,0.36,2,3,3.0,0,0,0,1,0,0,1,2
F00000V4Q6,BlackRock Systm Continen Euro X GBP Acc,4,3,1.66972,1.46,6.38,11.81,15.18,14.04,29.91,9.58,0.0,0.2,0.47,6.5,12142921.0,31261.18665,3,0.0,1.05,97.18,16.2,0.59,3,3,3.0,0,0,0,0,0,1,1,2
F00000QQTC,Jupiter UK Alpha Fund (IRL) I EUR Acc,3,3,0.0,0.11,1.16,8.18,22.74,18.36,26.68,3.61,0.0,1.2,0.01,7.5,51717570.0,14070.913830000001,5,1.08,1.24,93.26,20.69,0.22,2,2,3.0,0,0,0,1,0,0,1,1
F0GBR05S8O,Dimensional Europe Sm Comp B EUR,3,3,0.0,0.21,4.33,9.8,25.92,19.66,50.75,8.12,0.0,0.59,0.06,17.33,146266345.0,1936.9394300000001,3,-1.2,1.05,98.95,20.65,0.43,2,2,3.0,0,0,0,0,1,0,2,2
F0GBR04EAV,AXA Framlington UK Growth R GBP Acc,4,3,0.43743000000000004,-0.34,1.68,10.07,12.6,7.81,14.42,6.02,5.25,1.59,0.26,0.42,132561799.0,6933.63146,3,4.11,0.93,84.96,16.27,0.41,2,3,3.0,0,0,0,1,0,0,2,2
F00000JUGK,Berenberg Sys Appr. Europ Stockpicker C,4,2,0.0,0.23,-0.05,5.69,15.23,15.0,23.95,7.96,5.5,0.9,0.13,7.67,24097935.0,60941.34225,4,-0.51,1.1,95.64,17.27,0.42,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR058RW,Russell Inv Continental Eurp Eq B,2,2,0.4046,0.63,2.62,9.98,20.19,17.56,34.62,7.38,0.0,1.84,0.2,2.25,362771719.0,18513.89664,4,-3.24,1.12,98.02,17.29,0.41,2,2,2.0,0,0,0,0,0,1,1,2
F00000Q20H,AAF-Pzena European Equities A € Acc,2,1,0.0,-1.08,0.46,6.28,23.74,21.8,46.81,1.87,5.0,1.68,0.24,8.17,419604773.0,11992.06809,5,-0.14,1.26,94.43,25.12,0.15,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR04OCB,Halifax Special Situations C,2,2,1.31361,-0.08,-1.82,4.05,13.4,11.88,17.02,0.83,0.0,0.3,0.84,9.08,132446639.0,10024.134540000001,3,-0.56,1.25,89.23,21.35,0.13,2,2,2.0,0,1,0,0,0,0,1,1
F00000T39K,Fidelity United Kingdom A-Acc-EUR,2,1,0.0,0.46,1.81,11.23,26.54,22.01,33.61,2.57,5.25,1.95,0.25,1.58,95272997.0,4014.4593200000004,3,0.22,1.27,92.67,21.34,0.17,3,3,3.0,0,1,0,0,0,0,2,1
F00000NPGA,Federated Hermes Eurp exUK Eq F EUR Acc,5,4,0.0,2.5,6.9,7.49,15.45,10.15,34.65,11.03,5.25,0.95,0.0,9.5,6251673.0,19028.82105,3,1.31,1.0,84.46,16.84,0.62,2,2,2.0,1,0,0,0,0,1,1,3
F0000151EF,Jupiter Income Trust J Acc,2,3,2.5849599999999997,0.62,0.92,10.63,19.22,19.94,23.96,-0.95,2.32,1.39,0.18,8.42,1502237654.0,13434.186769999998,3,-3.15,1.18,91.12,20.0,0.0,3,1,3.0,1,0,1,0,0,0,1,1
F000002MYQ,Allianz European Equity Div AT EUR,3,3,0.0,0.43,2.45,5.75,15.47,12.91,20.77,0.22,5.0,1.83,0.11,12.25,1702288950.0,34009.11787,3,-5.43,1.04,94.73,16.82,0.02,3,1,3.0,0,0,1,0,0,0,1,1
F00000LJRH,Royal London UK Equity M Acc,4,3,1.8226799999999999,0.11,0.6,8.7,12.2,11.92,14.49,2.24,0.0,0.67,0.09,3.42,713865841.0,23475.679640000002,3,0.14,0.99,96.19,16.29,0.18,2,3,3.0,1,0,0,1,0,0,1,2
F0GBR04S9M,M\u0026G Index Tracker GBP A Acc,3,3,2.16893,0.05,0.13,8.07,11.99,11.52,14.96,1.86,0.0,0.45,0.03,9.33,525859929.0,21911.04885,3,-0.35,1.04,96.0,17.1,0.15,3,3,3.0,0,0,0,1,0,0,1,2
F00000YOJO,Acadian European Equity UCITS B EUR Acc,3,3,1.25329,0.2,3.37,13.35,26.96,23.9,35.75,7.61,0.0,0.65,0.31,14.75,558678026.0,12462.43755,3,-0.27,1.08,93.54,16.8,0.44,2,2,2.0,0,1,0,0,0,0,1,2
F0000003BI,MI Charles Stanley Equity A Acc,4,4,1.5610899999999999,-0.15,1.6,9.71,7.52,5.27,11.28,5.98,0.0,0.2,0.03,6.17,10950346.0,13217.69897,1,4.33,0.84,79.95,15.29,0.43,2,3,3.0,0,1,0,0,0,0,1,3
F0GBR06U39,Aegon UK Smaller Companies GBP A Acc,2,2,0.06696,0.05,2.72,14.53,21.03,14.7,35.4,7.62,2.5,1.54,0.0,15.0,284846983.0,1073.11033,3,0.71,0.8,78.22,21.52,0.44,2,3,3.0,0,0,0,0,1,0,3,3
